"","dispatch_date","Aggravated Assault Firearm","Aggravated Assault No Firearm","All Other Offenses","Arson","Burglary Non-Residential","Burglary Residential","Disorderly Conduct","DRIVING UNDER THE INFLUENCE","Embezzlement","Forgery and Counterfeiting","Fraud","Gambling Violations","Homicide - Criminal","Homicide - Criminal ","Homicide - Justifiable ","Liquor Law Violations","Motor Vehicle Theft","Narcotic / Drug Law Violations","Offenses Against Family and Children","Other Assaults","Other Sex Offenses (Not Commercialized)","Prostitution and Commercialized Vice","Public Drunkenness","Rape","Receiving Stolen Property","Robbery Firearm","Robbery No Firearm","Theft from Vehicle","Thefts","Vagrancy/Loitering","Vandalism/Criminal Mischief","Weapon Violations"
"904",2012-06-22,3,22,187,1,6,31,12,19,1,0,25,0,3,1,0,8,12,33,0,49,5,1,0,4,0,10,15,35,80,1,48,1
"905",2012-06-23,11,24,136,3,11,26,9,18,2,1,19,1,0,0,0,9,10,23,1,85,2,2,1,2,0,10,11,30,60,0,34,2
"906",2012-06-24,19,26,116,1,5,25,12,9,1,0,7,0,3,1,0,2,7,10,0,72,2,0,3,3,0,8,10,31,58,0,47,2
"907",2012-06-25,6,17,140,0,19,29,17,6,1,1,31,0,0,0,0,1,7,17,0,75,5,0,0,4,0,8,10,23,90,0,56,1
"908",2012-06-26,5,18,140,2,6,40,9,4,1,2,36,0,0,1,0,0,10,42,1,67,7,3,1,2,1,10,16,42,80,0,48,4
"909",2012-06-27,18,10,124,4,5,31,11,7,1,1,33,0,2,0,0,8,10,39,0,69,3,5,0,4,0,11,11,41,80,0,49,2
"910",2012-06-28,8,12,156,0,8,20,8,6,1,1,18,0,0,0,0,20,10,36,0,66,5,7,2,1,0,9,12,36,69,0,50,4
"911",2012-06-29,2,24,128,1,30,26,18,17,3,2,18,0,0,0,0,6,5,53,0,69,4,5,0,3,0,5,14,32,90,1,49,6
"912",2012-06-30,6,21,106,0,5,20,6,17,1,1,16,0,0,0,0,7,3,32,0,64,3,10,0,3,0,7,8,32,49,0,40,1
"913",2012-07-01,11,14,126,0,5,30,9,17,0,0,11,0,1,0,0,0,2,10,0,68,1,0,1,3,0,12,19,24,47,0,42,2
"914",2012-07-02,4,14,122,1,12,23,5,8,1,0,38,0,0,1,0,3,6,23,1,62,2,0,0,1,0,6,14,44,62,0,54,3
"915",2012-07-03,4,33,144,1,7,27,9,5,2,1,41,4,0,0,0,1,7,51,0,82,7,5,0,4,0,8,14,36,85,3,51,5
"916",2012-07-04,10,28,59,4,7,18,10,6,0,1,11,0,0,0,0,0,5,10,0,90,2,0,0,1,0,4,9,27,55,0,58,2
"917",2012-07-05,11,46,163,2,6,32,23,9,2,0,30,0,1,0,0,0,12,45,0,80,9,11,0,6,0,5,13,30,58,0,58,1
"918",2012-07-06,11,24,159,3,7,25,14,18,0,1,33,0,1,0,0,3,10,39,3,74,2,7,2,3,0,12,13,38,73,0,56,9
"919",2012-07-07,10,29,113,2,4,20,11,24,1,0,15,0,0,0,0,0,9,26,0,67,2,1,0,4,0,9,7,40,61,3,44,2
"920",2012-07-08,6,17,132,2,2,23,10,15,0,1,15,0,0,0,0,2,6,12,0,73,4,0,1,3,0,6,6,30,59,0,55,4
"921",2012-07-09,7,28,100,0,11,32,5,9,1,0,29,0,0,0,0,0,13,15,0,68,3,0,0,3,1,13,15,49,88,1,45,1
"922",2012-07-10,5,18,123,2,4,37,10,7,3,0,38,0,0,0,0,1,5,41,1,84,0,7,0,1,0,9,21,45,81,3,49,5
"923",2012-07-11,11,13,151,0,12,27,15,10,0,1,32,0,0,0,0,4,9,36,0,72,7,7,0,3,1,14,14,39,69,0,34,6
"924",2012-07-12,10,18,109,1,4,24,13,12,0,1,34,0,0,0,0,0,9,25,0,61,3,0,0,3,0,10,12,24,64,0,50,4
"925",2012-07-13,11,17,107,2,8,26,14,6,0,0,30,0,0,0,0,0,17,28,0,65,5,6,1,5,0,8,13,37,59,0,48,4
"926",2012-07-14,6,15,115,2,4,28,12,15,0,0,15,0,0,0,0,1,8,19,0,51,0,7,2,1,0,9,10,29,52,1,41,5
"927",2012-07-15,9,18,88,3,4,11,4,7,0,0,5,0,0,0,0,0,7,10,1,73,6,0,0,0,0,9,11,41,62,0,51,4
"928",2012-07-16,4,17,112,1,10,19,6,10,2,1,38,0,3,0,0,0,15,18,0,55,8,0,1,3,0,7,19,34,81,1,45,3
"929",2012-07-17,4,14,153,1,5,29,13,3,2,0,18,0,0,0,0,1,10,55,1,61,6,8,0,3,0,11,6,35,70,1,36,0
"930",2012-07-18,5,14,167,1,7,27,6,12,4,0,36,0,1,0,0,1,9,45,1,57,5,11,1,3,0,14,17,34,74,0,47,2
"931",2012-07-19,12,21,126,2,8,26,14,10,3,3,24,1,0,0,0,0,7,44,0,68,5,10,1,2,0,8,10,30,66,0,57,3
"932",2012-07-20,14,16,104,0,10,29,10,12,2,1,28,0,1,0,0,5,10,40,2,52,10,4,1,4,0,12,16,39,70,2,53,3
"933",2012-07-21,8,16,105,3,3,26,13,16,0,0,25,0,1,0,0,2,11,39,0,66,4,11,0,3,0,14,9,26,63,0,33,2
"934",2012-07-22,15,18,120,3,6,21,5,12,0,0,15,0,1,0,0,1,4,19,1,65,4,0,3,3,0,10,16,35,55,0,64,2
"935",2012-07-23,6,16,117,1,5,45,12,6,2,0,37,0,1,2,0,1,15,19,0,79,9,0,0,4,0,10,12,34,82,0,46,1
"936",2012-07-24,7,14,116,0,6,34,9,10,1,1,38,0,3,0,0,7,11,38,0,79,7,7,1,6,0,12,15,38,74,2,43,4
"937",2012-07-25,4,17,113,0,3,35,8,9,2,1,21,1,0,1,0,0,9,46,0,52,5,8,0,6,1,12,17,44,80,3,50,4
"938",2012-07-26,6,18,95,0,13,23,13,11,2,2,25,0,3,0,0,6,5,31,1,54,3,0,1,4,0,10,14,40,68,2,46,2
"939",2012-07-27,5,18,78,0,5,26,10,13,3,4,26,1,1,0,0,0,18,38,0,63,13,4,0,2,0,10,12,47,64,4,41,2
"940",2012-07-28,2,25,95,1,2,23,6,13,0,0,15,0,0,0,0,11,3,36,0,61,1,0,0,4,0,10,18,30,66,0,55,6
"941",2012-07-29,6,15,87,3,5,21,13,9,0,0,11,0,0,0,0,0,5,7,0,66,0,0,0,1,0,10,17,47,65,0,64,3
"942",2012-07-30,8,14,116,1,5,33,5,6,1,0,38,0,0,0,0,0,4,17,0,70,5,0,0,2,0,11,14,41,83,2,51,3
"943",2012-07-31,6,23,171,1,6,29,9,7,1,2,34,0,1,0,0,1,5,47,0,77,4,3,0,3,0,10,18,33,83,1,56,4
"944",2012-08-01,8,18,106,0,4,22,3,4,1,1,34,0,1,0,0,1,13,34,0,73,1,10,0,3,0,9,16,31,77,2,41,3
"945",2012-08-02,15,16,99,2,7,31,11,6,1,0,23,1,2,0,0,0,10,30,1,56,2,6,2,1,0,8,12,35,61,2,49,3
"946",2012-08-03,21,24,97,3,5,17,2,11,1,1,38,0,0,0,0,1,17,23,0,67,8,1,1,3,0,10,13,43,76,1,58,4
"947",2012-08-04,5,21,129,0,5,18,8,11,0,2,14,0,1,0,0,1,11,30,1,58,1,3,0,1,0,11,16,21,46,0,41,2
"948",2012-08-05,8,11,136,3,4,19,8,11,0,0,7,0,0,0,0,0,8,15,0,60,4,0,0,3,0,16,19,40,47,1,49,5
"949",2012-08-06,9,14,104,2,10,28,1,7,1,1,23,0,0,0,0,3,11,25,1,77,3,0,0,1,1,9,13,35,87,1,52,2
"950",2012-08-07,6,20,132,4,5,30,7,4,1,1,33,0,1,0,0,5,9,51,0,79,5,15,1,4,0,3,14,38,81,2,51,3
"951",2012-08-08,11,24,118,0,7,26,2,6,1,1,34,0,2,0,0,4,12,52,0,67,6,4,0,5,0,7,21,45,83,0,52,2
"952",2012-08-09,7,16,101,1,12,24,17,4,0,1,39,0,0,1,0,10,7,31,0,78,1,8,1,3,0,6,16,41,84,0,45,5
"953",2012-08-10,11,11,125,0,4,14,8,5,3,0,18,0,1,0,0,3,10,39,0,69,4,7,3,1,1,15,17,40,71,3,36,5
"954",2012-08-11,3,14,123,2,2,24,12,18,0,0,10,0,0,1,0,1,14,33,0,64,0,4,1,1,1,8,8,36,72,3,46,1
"955",2012-08-12,12,16,138,2,10,28,4,12,0,0,9,0,0,0,0,1,6,22,0,43,4,0,1,1,0,8,8,40,48,0,56,3
"956",2012-08-13,7,10,160,3,23,38,9,5,2,1,32,0,2,0,0,0,9,22,0,67,14,0,1,3,0,16,13,49,89,1,53,0
"957",2012-08-14,7,8,105,1,5,39,9,4,2,1,29,0,2,0,0,0,9,42,0,65,10,8,1,4,0,10,15,39,72,1,43,4
"958",2012-08-15,6,24,134,2,34,39,7,5,1,1,27,0,1,0,0,0,5,34,3,49,4,5,1,2,2,9,13,30,67,0,42,1
"959",2012-08-16,11,22,120,2,4,44,13,1,0,1,19,1,0,0,0,0,8,30,0,54,2,3,0,2,1,9,9,44,77,1,51,2
"960",2012-08-17,2,18,103,5,3,35,11,12,1,1,22,0,3,0,0,1,15,39,0,66,6,0,0,4,0,9,16,32,82,2,46,7
"961",2012-08-18,11,19,126,1,8,39,5,18,1,2,15,0,3,0,0,0,11,27,0,65,1,0,3,1,0,10,13,41,61,1,58,2
"962",2012-08-19,6,19,134,0,2,21,14,16,1,0,6,0,1,0,0,0,7,13,0,75,1,0,1,1,0,10,14,43,57,0,53,3
"963",2012-08-20,4,15,103,1,10,30,6,5,1,2,20,0,0,0,0,0,3,27,0,68,0,0,0,2,0,13,18,47,79,4,62,1
"964",2012-08-21,8,15,120,0,9,28,7,6,2,0,29,0,0,0,0,0,10,35,0,69,15,6,0,0,2,12,14,54,77,0,51,3
"965",2012-08-22,9,14,113,1,6,38,26,10,0,1,21,1,0,0,0,0,9,46,0,69,5,0,1,0,0,10,9,40,90,1,47,2
"966",2012-08-23,14,19,89,1,36,31,13,6,0,0,37,0,0,0,0,1,4,36,4,70,2,6,1,2,1,9,16,29,86,4,57,7
"967",2012-08-24,7,18,118,2,8,33,15,20,2,1,28,0,1,0,0,3,8,27,0,71,4,7,0,4,0,10,12,39,77,4,55,6
"968",2012-08-25,11,12,158,0,7,21,24,27,1,1,16,0,0,0,0,3,10,31,0,65,3,5,1,2,1,10,12,50,66,0,43,2
"969",2012-08-26,6,18,93,3,3,27,25,15,0,0,6,0,2,0,0,2,10,16,0,69,1,0,1,2,0,4,19,42,58,1,54,4
"970",2012-08-27,4,20,76,0,11,42,15,5,1,3,35,0,0,0,0,0,9,19,0,57,5,0,1,2,0,10,15,32,69,0,41,2
"971",2012-08-28,7,30,122,3,7,29,9,10,1,2,23,0,1,0,0,2,7,53,0,67,4,10,0,0,0,13,13,38,85,0,46,2
"972",2012-08-29,12,19,122,2,9,23,11,6,1,0,24,0,1,0,0,2,5,42,0,66,1,8,0,9,0,11,14,54,83,0,48,3
"973",2012-08-30,3,20,113,3,5,38,4,7,1,0,31,0,1,0,0,6,10,46,0,70,5,8,0,2,0,11,16,59,90,0,37,6
"974",2012-08-31,10,24,107,0,5,35,6,5,0,0,25,0,1,0,0,5,7,55,0,70,6,5,2,1,0,9,17,51,90,1,44,6
"975",2012-09-01,5,19,118,1,3,30,9,16,0,0,13,0,1,0,0,0,7,38,0,67,5,3,5,0,0,11,10,36,69,0,60,2
"976",2012-09-02,7,15,76,1,6,33,7,14,0,1,6,0,2,0,0,0,4,13,1,65,4,0,3,6,0,14,16,44,87,0,59,3
"977",2012-09-03,3,25,90,2,2,21,9,10,0,0,11,0,1,0,0,0,7,14,2,55,4,0,0,6,0,6,8,36,60,1,47,2
"978",2012-09-04,2,15,117,0,12,31,5,9,0,0,32,0,1,0,0,2,13,32,0,54,3,7,0,3,0,7,14,57,83,2,53,3
"979",2012-09-05,10,24,110,1,7,34,6,3,3,0,33,1,1,0,0,1,13,52,0,57,6,7,0,4,1,15,12,54,86,0,36,3
"980",2012-09-06,4,11,105,2,1,28,8,9,1,1,41,0,1,0,0,0,14,41,0,72,3,5,0,0,0,8,16,49,90,1,41,0
"981",2012-09-07,4,19,121,2,5,23,6,21,0,0,27,0,1,0,0,6,10,46,0,70,2,10,2,4,0,10,19,38,90,0,49,9
"982",2012-09-08,5,23,118,0,4,26,13,37,0,1,16,0,3,1,0,1,13,36,0,71,2,0,6,5,1,7,10,38,65,0,46,1
"983",2012-09-09,8,20,78,0,5,35,5,15,0,0,11,0,1,0,0,1,5,10,0,66,4,0,2,1,0,9,13,45,72,0,58,2
"984",2012-09-10,4,14,88,1,2,44,4,5,0,0,38,0,2,1,0,0,9,20,0,75,4,0,1,6,0,11,9,43,81,0,49,3
"985",2012-09-11,6,18,95,0,5,35,8,8,2,1,38,1,0,0,0,6,5,53,0,64,10,4,3,3,1,9,15,39,59,2,56,7
"986",2012-09-12,4,20,82,1,7,25,8,9,1,0,43,0,1,0,0,0,10,46,1,73,3,3,3,0,0,8,12,27,89,0,41,3
"987",2012-09-13,6,21,106,3,6,37,14,9,0,1,27,1,1,0,0,1,10,28,1,74,5,3,1,2,0,13,16,35,79,0,42,1
"988",2012-09-14,8,17,103,1,3,35,7,17,2,0,27,0,0,0,0,2,7,39,1,79,6,7,1,5,1,9,12,53,71,2,36,2
"989",2012-09-15,7,20,128,0,4,22,13,24,0,1,12,0,0,0,0,2,5,26,0,64,2,3,4,4,0,7,12,40,96,0,40,5
"990",2012-09-16,10,16,112,2,3,22,5,15,0,0,8,0,0,0,0,2,6,11,0,59,4,0,1,1,0,14,10,48,73,0,45,3
"991",2012-09-17,9,8,97,1,14,38,6,11,2,0,36,0,1,0,0,1,7,20,0,89,6,0,2,2,0,13,5,50,80,0,55,4
"992",2012-09-18,5,12,85,0,4,39,7,5,3,1,30,0,0,0,0,2,5,32,0,51,2,4,0,1,1,26,23,50,92,1,32,6
"993",2012-09-19,5,21,97,2,2,37,16,8,3,2,30,0,0,0,0,0,9,52,1,89,4,8,0,2,0,16,14,37,83,1,55,9
"994",2012-09-20,13,9,131,1,5,21,8,5,1,1,34,1,0,0,0,6,4,44,0,59,4,0,0,1,0,10,20,41,84,0,44,3
"995",2012-09-21,8,19,191,3,2,29,10,22,0,0,36,0,0,0,0,5,6,64,0,78,4,10,0,0,1,11,12,31,88,0,55,9
"996",2012-09-22,7,21,128,2,5,29,9,14,2,2,20,0,0,0,0,12,9,31,0,61,1,0,1,1,0,13,12,35,69,0,42,6
"997",2012-09-23,8,23,79,0,4,19,9,13,0,0,12,0,0,0,0,4,4,17,0,72,2,0,2,3,1,12,14,56,57,0,56,2
"998",2012-09-24,3,22,68,1,9,37,5,13,4,0,37,0,0,0,0,0,9,23,0,57,2,0,0,3,0,9,9,50,91,0,39,4
"999",2012-09-25,9,17,97,0,4,42,16,6,1,0,23,0,1,0,0,3,11,45,0,85,5,4,1,1,1,15,12,38,74,2,32,5
"1000",2012-09-26,3,23,92,0,9,29,9,10,0,1,30,1,2,0,0,3,10,37,1,67,4,6,1,3,0,17,20,43,83,2,40,5
"1001",2012-09-27,5,14,98,0,6,24,20,8,1,0,33,1,0,0,0,1,5,39,0,81,7,5,0,2,0,5,10,47,100,1,48,5
"1002",2012-09-28,10,17,64,1,5,36,12,13,2,1,33,0,0,0,0,1,8,47,3,72,4,4,1,1,0,12,17,34,84,0,38,3
"1003",2012-09-29,4,17,129,1,7,21,18,22,0,0,12,0,1,0,0,0,11,42,1,68,2,4,1,0,0,9,16,36,66,0,48,2
"1004",2012-09-30,10,25,74,1,2,30,10,17,0,1,6,0,1,0,0,0,8,11,1,56,1,0,2,3,1,5,20,36,62,1,50,2
"1005",2012-10-01,8,15,94,3,9,38,1,13,0,2,26,0,3,0,0,0,6,16,0,73,2,0,0,1,1,17,16,26,72,0,43,3
"1006",2012-10-02,8,17,104,2,2,36,6,5,1,0,30,1,0,0,0,1,13,50,1,65,2,8,2,0,0,7,10,41,83,6,36,1
"1007",2012-10-03,13,15,105,0,1,33,12,8,1,0,42,0,1,1,0,13,7,48,0,75,4,4,0,5,1,10,10,25,82,3,38,3
"1008",2012-10-04,4,21,132,0,48,30,15,13,2,1,24,1,0,0,0,5,1,46,1,74,3,4,0,4,1,6,10,37,70,2,43,6
"1009",2012-10-05,4,16,142,1,7,26,8,18,2,0,23,0,1,1,0,14,9,45,0,77,2,5,4,6,1,6,15,34,71,5,39,4
"1010",2012-10-06,8,21,137,0,8,19,14,24,0,0,11,0,0,0,0,5,10,32,0,74,2,0,1,2,1,7,9,38,67,0,47,4
"1011",2012-10-07,9,15,83,1,2,30,16,19,0,2,10,0,1,0,0,3,7,10,0,55,2,1,3,4,0,11,14,28,62,0,41,2
"1012",2012-10-08,4,17,82,1,12,22,7,6,1,0,20,0,0,0,0,1,8,15,0,55,4,0,0,2,0,14,13,50,73,1,44,4
"1013",2012-10-09,4,18,71,1,6,35,12,5,1,3,27,0,0,0,0,2,6,51,0,69,14,3,0,1,0,9,12,45,91,1,47,6
"1014",2012-10-10,5,12,113,1,6,25,10,7,1,2,35,1,0,0,0,0,5,56,1,66,7,3,0,1,0,6,12,43,84,2,47,3
"1015",2012-10-11,6,20,96,5,10,25,7,14,1,2,24,0,0,0,0,0,3,56,0,60,2,9,0,2,0,13,15,52,55,2,44,8
"1016",2012-10-12,4,17,101,3,9,43,14,8,1,1,23,0,0,0,0,1,10,49,1,69,7,8,0,0,0,10,15,41,83,1,39,10
"1017",2012-10-13,6,13,105,4,3,15,7,21,1,1,13,0,0,0,0,3,4,37,0,57,0,3,2,0,0,11,15,43,69,1,48,5
"1018",2012-10-14,5,18,83,8,2,24,14,16,0,0,5,0,0,0,0,1,8,11,1,65,1,0,1,2,1,7,15,45,53,0,45,1
"1019",2012-10-15,2,13,79,3,5,35,5,9,0,0,39,1,1,0,0,0,8,15,1,69,5,0,1,4,0,16,13,49,62,2,48,5
"1020",2012-10-16,4,11,123,5,2,32,11,9,1,0,40,1,2,0,0,1,13,45,0,86,3,2,0,2,0,8,13,43,80,0,36,5
"1021",2012-10-17,1,10,146,1,5,37,23,9,1,1,28,1,1,0,0,3,4,57,0,60,9,6,0,0,0,9,7,53,74,2,40,3
"1022",2012-10-18,4,20,89,2,14,28,11,15,5,0,35,0,2,0,0,1,8,50,0,76,4,5,0,6,1,9,15,46,80,0,42,5
"1023",2012-10-19,7,19,112,0,6,40,13,12,0,0,27,0,0,0,0,6,6,48,0,66,9,10,1,3,0,8,19,44,60,6,46,4
"1024",2012-10-20,4,12,145,1,6,35,25,16,0,0,17,0,2,0,0,1,6,38,0,63,4,4,5,1,0,12,14,33,74,1,35,0
"1025",2012-10-21,8,16,66,0,2,23,8,13,0,0,7,0,0,1,0,1,4,22,0,73,4,0,2,2,0,12,10,44,63,0,52,2
"1026",2012-10-22,1,11,92,3,11,36,11,5,2,1,28,0,0,0,0,0,8,14,0,71,9,4,2,2,0,9,8,53,73,1,50,4
"1027",2012-10-23,10,23,86,1,19,36,5,6,0,1,22,0,1,0,0,0,8,46,2,66,5,3,0,2,1,9,13,39,83,1,45,6
"1028",2012-10-24,5,20,105,2,10,38,15,10,1,2,31,1,0,0,0,1,7,33,0,73,9,3,1,3,2,5,16,45,74,1,48,9
"1029",2012-10-25,6,17,116,2,2,29,5,4,0,1,27,0,1,0,0,2,6,34,0,59,3,4,3,1,1,11,14,33,84,1,45,3
"1030",2012-10-26,4,13,131,2,8,34,6,12,1,0,27,0,0,0,0,1,3,40,0,68,9,6,2,2,0,16,13,36,81,1,42,6
"1031",2012-10-27,10,22,125,2,7,31,12,14,1,0,17,0,2,0,0,2,3,38,0,71,4,2,1,2,1,19,16,33,76,0,51,3
"1032",2012-10-28,11,14,95,4,3,23,14,14,1,0,5,0,0,1,0,3,11,8,1,59,2,0,0,1,0,5,18,34,51,1,48,2
"1033",2012-10-29,2,8,29,1,2,6,2,3,0,0,9,0,1,0,0,0,3,6,0,20,6,0,1,2,0,8,8,27,18,0,24,0
"1034",2012-10-30,6,11,71,0,19,25,7,4,0,0,12,0,1,0,0,1,8,33,0,49,3,0,0,1,0,7,15,24,44,0,38,4
"1035",2012-10-31,2,15,83,0,10,27,7,12,1,0,32,0,1,0,0,4,7,41,0,60,5,9,0,3,0,7,15,45,67,1,66,8
"1036",2012-11-01,3,14,91,0,6,25,9,4,0,0,26,0,0,0,0,0,8,39,0,60,4,3,0,2,0,11,16,39,83,2,37,4
"1037",2012-11-02,6,15,123,2,2,17,4,12,0,1,29,0,1,0,0,2,11,38,1,50,7,0,2,2,1,12,17,48,72,1,36,2
"1038",2012-11-03,4,23,116,1,3,14,7,27,0,0,14,0,0,0,0,5,6,31,0,68,3,0,1,1,0,4,9,38,57,1,43,2
"1039",2012-11-04,9,16,62,0,4,17,9,23,0,1,9,0,1,0,0,0,5,12,0,59,4,0,0,3,1,10,8,43,59,0,48,2
"1040",2012-11-05,6,21,59,2,9,28,4,5,3,0,42,0,0,0,0,0,7,16,2,64,5,0,0,4,0,9,11,41,65,2,44,6
"1041",2012-11-06,5,8,48,3,6,24,5,11,0,0,28,0,1,0,0,0,5,30,0,48,3,2,0,4,0,7,8,40,66,0,45,1
"1042",2012-11-07,4,11,51,0,6,32,8,3,1,2,26,0,1,0,1,0,3,25,0,49,4,2,0,3,0,12,11,47,57,1,43,7
"1043",2012-11-08,1,12,91,3,6,26,10,8,7,1,29,0,0,0,0,3,5,41,0,65,5,8,0,3,0,10,10,37,71,2,28,8
"1044",2012-11-09,11,15,71,2,58,31,15,11,1,1,42,0,0,0,0,1,9,37,0,49,7,0,1,3,1,9,8,26,66,0,32,10
"1045",2012-11-10,12,14,110,1,7,28,6,19,0,0,14,0,1,0,0,4,3,32,1,59,1,5,5,2,1,14,8,38,62,0,38,3
"1046",2012-11-11,3,22,87,2,5,32,4,17,1,0,7,0,0,0,0,0,4,23,0,71,7,0,0,2,0,13,12,49,44,0,58,4
"1047",2012-11-12,9,11,76,1,8,38,18,5,1,1,20,0,0,0,0,2,12,21,0,53,2,0,1,3,0,18,9,44,73,0,43,5
"1048",2012-11-13,3,12,73,2,6,30,13,8,0,2,34,0,0,1,0,1,9,43,1,65,5,5,2,0,0,14,21,34,56,3,39,7
"1049",2012-11-14,2,16,99,2,3,23,8,10,0,3,32,0,2,0,0,2,7,42,0,59,6,7,0,2,0,11,19,44,60,0,33,8
"1050",2012-11-15,4,16,77,3,7,29,8,8,3,0,25,0,0,0,0,0,8,31,0,53,2,7,0,1,0,9,16,30,61,1,35,3
"1051",2012-11-16,4,7,99,1,5,31,10,13,1,2,22,0,1,0,0,0,5,31,0,50,4,5,0,2,0,11,12,42,80,4,26,6
"1052",2012-11-17,5,11,133,1,5,30,13,19,1,0,21,0,1,0,0,0,8,26,0,51,1,0,1,4,0,3,8,49,64,3,55,4
"1053",2012-11-18,3,12,71,2,5,27,9,30,0,0,13,0,0,0,0,0,1,15,0,47,4,0,3,2,0,14,7,52,45,0,43,4
"1054",2012-11-19,6,16,57,0,4,41,8,12,1,0,36,0,1,0,0,0,8,22,0,57,5,0,0,2,0,7,7,35,63,1,48,6
"1055",2012-11-20,5,13,80,2,2,28,12,14,0,0,36,1,0,0,0,0,7,50,0,63,3,2,0,2,0,5,9,40,80,1,52,4
"1056",2012-11-21,5,14,73,0,8,25,11,15,0,1,14,0,0,0,0,0,1,40,0,64,3,0,0,0,0,16,8,42,68,5,40,5
"1057",2012-11-22,4,9,25,0,4,21,5,8,1,0,5,0,1,0,0,0,2,5,0,51,2,0,2,4,0,5,8,27,21,0,30,2
"1058",2012-11-23,0,17,91,4,4,30,5,11,1,1,24,0,1,0,0,0,7,42,1,60,7,3,2,1,0,10,19,26,71,0,59,2
"1059",2012-11-24,8,13,123,0,4,28,7,24,1,0,6,0,1,0,0,2,8,39,0,43,1,2,1,2,0,9,11,43,67,0,46,1
"1060",2012-11-25,6,14,98,0,4,20,5,23,1,0,7,0,0,0,0,0,3,18,0,54,2,0,1,4,0,10,10,33,41,0,33,1
"1061",2012-11-26,6,12,47,1,7,28,10,7,2,3,29,0,0,0,0,0,7,22,0,77,6,0,1,1,0,5,12,36,64,1,27,3
"1062",2012-11-27,2,17,70,1,4,32,3,7,1,0,31,0,2,0,0,0,10,40,0,55,4,2,0,2,0,12,12,37,66,0,33,2
"1063",2012-11-28,5,15,79,2,3,32,15,7,0,1,28,0,0,0,0,0,4,40,0,51,4,7,0,3,0,11,11,34,72,6,43,4
"1064",2012-11-29,5,10,96,1,4,31,14,9,0,1,38,1,0,0,0,0,6,46,0,62,5,4,0,0,0,11,14,32,72,2,31,2
"1065",2012-11-30,10,18,87,1,2,26,13,10,1,3,28,0,2,0,0,2,7,40,2,58,2,3,3,3,0,11,14,54,76,3,33,5
"1066",2012-12-01,2,15,77,1,4,34,13,23,0,2,17,0,2,1,0,0,6,37,1,56,1,2,1,1,0,12,10,38,70,1,46,4
"1067",2012-12-02,9,23,69,0,3,18,4,25,0,0,8,0,4,0,0,0,6,15,0,35,0,0,1,1,0,12,8,37,65,0,37,2
"1068",2012-12-03,9,21,84,2,4,33,4,9,1,1,29,0,0,0,0,0,6,20,0,74,5,0,0,3,0,13,14,57,73,3,42,5
"1069",2012-12-04,6,12,89,0,8,25,20,9,1,1,25,0,2,0,0,1,5,35,0,76,5,8,0,1,0,6,20,25,67,1,32,3
"1070",2012-12-05,3,7,104,5,11,30,11,12,1,0,27,0,1,0,0,1,5,49,0,57,6,5,0,2,0,12,9,33,62,2,42,4
"1071",2012-12-06,4,11,101,1,1,32,13,9,0,1,25,0,0,0,0,0,5,39,0,71,6,6,1,2,0,6,21,44,64,2,38,7
"1072",2012-12-07,4,16,112,3,2,26,10,9,0,0,30,0,1,0,0,0,3,33,0,82,5,2,1,1,0,4,12,32,80,1,34,5
"1073",2012-12-08,8,13,159,0,3,22,16,24,1,1,21,0,1,0,0,2,3,42,1,38,1,2,3,0,0,13,11,44,59,0,47,7
"1074",2012-12-09,7,16,79,1,4,26,5,8,0,0,10,0,1,0,0,0,3,11,0,59,0,0,1,1,0,6,13,30,53,0,39,2
"1075",2012-12-10,3,16,62,0,9,29,7,14,2,0,32,0,1,0,0,0,10,12,0,84,5,0,0,4,0,11,10,39,71,0,44,3
"1076",2012-12-11,9,11,99,1,8,29,9,14,4,2,32,0,0,0,0,0,2,52,0,71,3,6,2,1,0,8,15,37,87,1,44,7
"1077",2012-12-12,5,19,85,2,6,18,12,7,3,1,48,0,2,0,0,0,9,46,0,70,4,10,0,5,0,13,11,33,59,3,38,3
"1078",2012-12-13,3,20,80,0,5,15,8,8,0,3,36,1,0,1,0,0,6,33,3,78,9,5,1,1,0,15,11,35,58,1,34,7
"1079",2012-12-14,6,24,94,0,5,37,11,16,0,0,29,1,0,0,0,0,8,33,0,57,3,0,1,1,0,6,10,35,82,0,49,6
"1080",2012-12-15,3,17,148,0,5,16,11,21,1,0,16,1,0,0,0,3,8,27,0,54,3,2,2,0,0,6,9,36,59,1,42,7
"1081",2012-12-16,5,8,86,1,4,17,6,17,0,1,10,0,2,0,0,0,5,15,0,48,5,0,1,2,0,7,10,33,63,0,43,3
"1082",2012-12-17,5,13,57,6,6,41,7,8,0,2,28,0,1,0,0,0,3,13,1,63,8,0,1,4,1,8,9,40,68,2,37,8
"1083",2012-12-18,8,14,75,3,4,37,11,5,0,1,34,0,0,0,0,0,11,46,3,66,2,4,0,3,2,10,12,38,65,1,38,4
"1084",2012-12-19,4,12,81,2,5,26,16,11,0,2,35,0,0,0,0,1,3,39,2,71,5,11,1,0,0,16,13,33,73,1,39,6
"1085",2012-12-20,3,17,68,0,1,28,13,9,1,1,25,0,2,0,0,3,7,24,0,78,6,2,1,2,0,13,13,30,59,2,39,8
"1086",2012-12-21,9,11,71,0,4,26,8,8,2,0,27,0,0,0,0,1,6,29,1,78,5,1,1,2,1,7,9,46,71,2,40,2
