"","dispatch_date","Aggravated Assault Firearm","Aggravated Assault No Firearm","All Other Offenses","Arson","Burglary Non-Residential","Burglary Residential","Disorderly Conduct","DRIVING UNDER THE INFLUENCE","Embezzlement","Forgery and Counterfeiting","Fraud","Gambling Violations","Homicide - Criminal","Homicide - Criminal ","Homicide - Justifiable ","Liquor Law Violations","Motor Vehicle Theft","Narcotic / Drug Law Violations","Offenses Against Family and Children","Other Assaults","Other Sex Offenses (Not Commercialized)","Prostitution and Commercialized Vice","Public Drunkenness","Rape","Receiving Stolen Property","Robbery Firearm","Robbery No Firearm","Theft from Vehicle","Thefts","Vagrancy/Loitering","Vandalism/Criminal Mischief","Weapon Violations"
"3120",2018-07-17,6,18,89,0,6,8,0,5,4,2,40,0,1,0,0,0,7,28,1,53,7,3,0,5,0,7,12,45,77,0,47,9
"3121",2018-07-18,1,8,81,2,6,9,0,8,0,1,45,0,0,1,0,0,5,33,1,63,4,2,0,3,2,4,5,48,80,0,39,4
"3122",2018-07-19,6,15,90,3,4,19,1,3,3,1,48,0,0,0,0,0,3,31,1,53,2,2,0,6,0,5,11,45,78,0,45,9
"3123",2018-07-20,9,16,86,3,6,14,2,18,0,1,48,0,0,0,0,2,6,39,0,79,3,0,0,9,0,6,8,48,63,0,58,4
"3124",2018-07-21,1,17,69,1,4,22,0,8,1,0,19,0,0,0,0,0,5,21,1,64,1,0,0,4,1,8,11,35,48,0,39,5
"3125",2018-07-22,7,17,79,2,4,12,2,12,0,0,16,0,0,0,0,0,2,25,0,58,2,0,1,3,0,5,7,39,38,0,41,2
"3126",2018-07-23,3,12,84,2,5,23,0,3,2,0,33,0,0,0,0,1,8,21,0,58,0,0,0,5,0,3,10,51,79,0,61,1
"3127",2018-07-24,1,12,116,1,4,23,3,6,3,0,39,0,1,0,0,0,7,35,1,59,4,2,0,3,0,7,7,50,55,0,44,7
"3128",2018-07-25,7,13,90,0,3,8,1,3,0,2,40,0,0,0,0,0,5,26,0,45,2,6,0,4,1,7,7,52,79,0,35,5
"3129",2018-07-26,6,10,94,2,2,21,0,6,0,0,53,0,0,0,0,0,7,45,0,66,2,3,1,4,0,3,7,36,68,0,45,4
"3130",2018-07-27,10,10,68,1,1,18,1,13,1,0,39,0,2,0,0,0,10,26,0,81,3,0,2,4,0,4,9,39,67,0,38,7
"3131",2018-07-28,10,13,72,2,1,14,2,12,0,0,17,0,1,0,0,0,6,27,0,52,1,0,1,1,0,3,9,41,53,1,35,5
"3132",2018-07-29,10,14,68,1,1,18,1,5,0,1,17,0,0,0,0,0,6,23,1,71,2,0,0,3,0,11,9,24,58,0,39,4
"3133",2018-07-30,8,19,66,1,8,20,2,3,4,4,49,0,0,0,0,0,1,17,2,59,3,0,0,6,0,9,11,52,70,0,33,4
"3134",2018-07-31,6,17,92,1,8,16,4,7,3,2,43,0,1,0,0,0,12,35,4,66,4,8,0,1,0,7,5,39,84,0,39,4
"3135",2018-08-01,6,19,101,1,4,14,1,3,1,1,39,0,1,1,0,0,9,30,0,66,4,17,0,4,0,3,10,43,71,0,42,6
"3136",2018-08-02,5,7,74,1,3,12,1,3,3,0,26,0,0,0,0,0,6,31,1,71,3,15,0,2,1,11,12,35,81,0,43,2
"3137",2018-08-03,5,11,97,0,2,13,0,19,1,0,34,0,1,0,0,1,7,36,0,58,0,0,0,4,0,6,10,37,64,0,37,2
"3138",2018-08-04,12,18,94,4,4,14,1,15,0,1,22,2,1,0,0,1,2,17,0,50,4,0,1,3,0,7,8,27,54,0,32,3
"3139",2018-08-05,10,20,124,0,5,13,4,11,0,2,18,0,0,0,0,0,5,18,0,56,2,0,0,3,0,9,8,36,58,0,39,5
"3140",2018-08-06,10,19,106,1,8,25,1,6,1,1,48,1,1,1,0,0,8,27,5,75,4,0,0,3,0,6,8,52,99,0,50,9
"3141",2018-08-07,7,16,91,2,5,15,0,2,0,2,30,0,2,0,0,0,6,33,2,63,2,11,0,7,0,3,13,35,74,0,40,3
"3142",2018-08-08,12,14,90,0,4,18,4,5,3,1,39,0,2,2,0,2,7,27,0,81,3,1,1,2,0,9,8,44,73,0,48,7
"3143",2018-08-09,3,14,88,2,4,17,0,5,2,1,38,0,0,1,0,0,7,26,0,71,5,0,0,2,0,6,6,48,75,0,45,3
"3144",2018-08-10,14,17,84,1,4,16,1,19,0,0,33,0,0,0,0,1,6,30,0,44,0,0,1,1,0,3,5,44,58,0,37,5
"3145",2018-08-11,11,22,77,0,0,12,2,4,0,0,21,0,2,0,0,1,3,20,0,49,2,0,0,2,0,6,8,30,56,0,39,2
"3146",2018-08-12,7,12,84,0,7,11,0,12,0,0,19,0,1,0,0,0,1,17,1,44,0,0,0,1,0,3,8,36,55,0,45,5
"3147",2018-08-13,7,16,104,0,6,18,1,5,1,0,39,0,2,0,0,0,8,24,1,54,1,0,0,3,0,3,5,34,71,1,42,3
"3148",2018-08-14,7,19,70,1,9,15,3,3,0,0,32,0,3,0,0,0,5,38,0,47,2,2,0,3,0,5,9,52,76,0,43,5
"3149",2018-08-15,9,16,82,0,3,24,1,5,1,1,39,0,0,0,0,1,7,36,0,54,3,7,0,7,1,7,11,57,76,0,43,7
"3150",2018-08-16,5,13,85,0,5,14,1,7,2,1,40,0,2,0,0,1,2,37,0,60,1,4,0,2,0,9,14,44,65,0,33,11
"3151",2018-08-17,12,15,95,0,5,10,1,14,0,1,32,0,2,0,0,1,3,30,1,38,3,0,1,6,0,10,15,34,67,0,38,5
"3152",2018-08-18,6,20,103,2,4,23,0,16,0,0,19,0,1,2,0,0,7,27,0,50,3,0,1,1,0,5,11,28,62,0,33,2
"3153",2018-08-19,2,22,89,1,1,14,0,17,0,0,25,0,0,0,0,4,3,19,0,38,1,0,0,3,0,8,11,51,44,0,44,7
"3154",2018-08-20,10,11,71,0,6,18,2,3,1,0,34,0,0,0,0,0,8,19,0,62,1,0,0,5,0,10,4,36,85,0,39,2
"3155",2018-08-21,6,15,91,0,3,19,2,4,1,0,54,0,0,1,0,0,7,34,0,55,2,13,0,4,0,5,7,48,75,0,48,7
"3156",2018-08-22,4,12,93,0,8,21,0,1,0,0,42,0,2,2,0,0,8,35,0,63,7,10,0,3,0,5,9,46,78,0,30,8
"3157",2018-08-23,6,17,92,2,5,12,0,2,2,2,38,0,1,0,0,0,7,31,0,77,3,1,1,1,0,6,5,40,79,0,49,6
"3158",2018-08-24,3,15,70,1,2,16,2,18,2,0,44,0,1,0,0,0,7,27,0,76,1,5,0,1,1,6,5,38,87,0,35,4
"3159",2018-08-25,7,20,79,1,1,15,13,12,1,0,32,0,0,0,0,3,5,18,1,48,0,5,1,5,1,6,12,25,56,0,36,4
"3160",2018-08-26,5,17,103,0,3,16,3,13,0,0,20,0,1,0,0,0,4,17,0,38,1,0,0,1,0,8,14,27,59,0,41,3
"3161",2018-08-27,4,10,77,2,6,20,1,6,1,0,42,1,2,1,0,0,4,28,1,51,6,0,0,5,0,5,8,48,83,0,51,9
"3162",2018-08-28,9,13,66,0,4,12,2,5,0,0,39,0,1,0,0,0,5,21,1,63,1,7,0,0,0,9,10,42,57,0,37,4
"3163",2018-08-29,8,21,62,1,3,16,2,8,1,1,48,0,0,0,0,0,6,40,1,54,4,6,0,2,0,5,11,38,72,0,43,12
"3164",2018-08-30,8,18,69,2,2,16,3,6,1,1,52,0,0,0,0,0,4,36,1,84,8,2,0,2,0,11,5,46,92,0,48,9
"3165",2018-08-31,9,17,77,0,4,13,1,13,0,0,30,1,0,0,0,0,3,36,0,69,2,0,0,2,0,7,6,42,62,0,37,8
"3166",2018-09-01,3,13,111,0,3,12,3,28,0,0,41,0,3,0,0,3,6,25,1,58,1,0,0,0,0,5,11,28,50,0,35,4
"3167",2018-09-02,3,20,63,2,1,12,1,8,0,0,19,0,0,0,0,0,3,28,1,61,0,0,0,4,0,4,4,27,54,0,37,7
"3168",2018-09-03,6,22,64,2,1,15,0,13,0,0,29,0,0,0,0,0,2,13,0,78,3,0,1,4,0,7,9,36,62,0,56,8
"3169",2018-09-04,11,12,73,1,8,24,2,3,1,0,37,0,1,0,0,0,7,26,0,71,0,0,0,3,1,6,8,42,86,0,37,6
"3170",2018-09-05,9,17,83,4,6,26,0,4,2,3,53,0,1,0,0,0,8,26,0,68,1,5,0,3,0,7,8,47,59,0,50,5
"3171",2018-09-06,5,13,95,3,3,16,5,1,0,1,37,0,1,0,0,0,4,22,0,67,3,3,0,6,0,5,13,44,75,0,52,9
"3172",2018-09-07,6,9,59,0,0,25,0,8,3,0,35,0,0,0,0,0,5,28,0,63,4,2,0,4,0,6,12,33,53,0,36,9
"3173",2018-09-08,7,22,66,0,2,21,4,12,0,0,33,0,1,0,0,0,9,15,0,60,3,2,0,1,0,6,5,29,68,0,43,3
"3174",2018-09-09,4,11,57,0,2,7,0,5,1,0,13,0,0,0,0,0,3,12,0,58,2,0,0,2,0,4,4,23,43,0,32,0
"3175",2018-09-10,4,14,79,0,5,22,0,4,1,0,44,0,3,0,0,0,5,24,0,61,1,0,0,3,0,5,9,34,76,0,35,4
"3176",2018-09-11,6,13,78,1,4,16,2,10,1,2,38,0,2,0,0,0,1,30,0,60,4,0,0,5,0,6,4,47,63,0,43,8
"3177",2018-09-12,3,16,97,2,5,19,0,3,2,0,44,0,1,0,0,0,9,33,2,69,1,3,0,2,0,4,10,34,95,0,40,3
"3178",2018-09-13,4,16,94,2,2,18,2,5,0,2,29,0,2,1,0,0,4,43,1,60,5,6,0,5,0,10,6,39,77,0,38,15
"3179",2018-09-14,7,15,91,0,3,9,3,20,0,0,29,0,1,0,0,1,6,37,1,82,2,0,0,2,0,8,9,41,82,0,36,8
"3180",2018-09-15,14,18,100,1,1,16,1,16,0,0,22,0,1,0,0,1,4,24,3,55,2,0,0,2,0,4,6,38,76,0,43,3
"3181",2018-09-16,14,16,66,2,3,12,0,7,0,0,24,0,1,0,0,1,4,23,3,73,1,0,0,3,0,8,11,30,76,0,37,1
"3182",2018-09-17,5,22,71,1,7,19,2,7,0,0,44,0,2,0,0,0,5,33,1,82,3,0,0,5,0,10,7,56,66,1,43,3
"3183",2018-09-18,8,13,79,4,4,10,2,7,0,1,40,0,1,0,0,0,2,28,0,92,1,4,0,5,0,13,10,50,80,0,45,6
"3184",2018-09-19,5,14,85,1,4,12,1,6,1,0,39,0,0,0,0,0,10,27,1,67,4,3,0,1,0,3,9,47,85,0,39,8
"3185",2018-09-20,5,15,77,2,3,17,1,8,0,1,39,0,1,0,0,0,5,42,0,88,9,10,0,3,0,5,6,37,73,0,32,8
"3186",2018-09-21,7,15,57,0,4,16,2,20,3,1,45,0,0,0,0,1,5,32,2,72,1,0,1,3,0,2,9,47,59,0,45,10
"3187",2018-09-22,11,11,60,3,6,10,4,7,1,1,25,0,1,0,0,2,8,31,0,66,2,0,1,2,0,12,8,35,72,0,44,8
"3188",2018-09-23,3,20,51,2,3,8,1,11,0,1,16,0,1,0,0,0,2,19,0,51,0,0,2,2,0,12,9,43,37,0,42,4
"3189",2018-09-24,6,12,66,1,8,13,2,8,2,2,31,0,0,0,0,0,6,19,0,80,3,2,0,3,0,8,8,44,69,0,30,8
"3190",2018-09-25,8,16,66,2,4,12,0,3,0,1,36,0,1,0,0,0,3,28,3,76,2,0,0,7,0,3,7,46,72,0,47,7
"3191",2018-09-26,6,14,78,3,5,17,1,5,0,0,43,0,1,0,0,0,5,37,1,80,5,4,1,1,0,6,6,51,78,0,31,4
"3192",2018-09-27,4,16,73,1,5,19,1,3,3,1,55,0,1,0,0,0,6,28,0,88,2,4,0,1,0,5,7,36,74,0,23,5
"3193",2018-09-28,7,17,79,1,6,16,0,16,2,1,40,0,1,0,0,1,2,43,3,69,4,5,0,4,0,3,8,45,75,0,24,3
"3194",2018-09-29,4,15,68,2,4,17,0,9,0,0,28,0,1,1,0,2,11,28,1,59,2,0,0,3,0,3,10,37,51,0,44,11
"3195",2018-09-30,6,12,50,1,0,10,3,8,1,0,23,0,1,0,0,0,1,7,0,70,0,0,0,3,0,8,8,44,71,0,43,6
"3196",2018-10-01,11,19,83,2,12,17,0,2,0,1,39,0,1,0,0,0,4,22,0,60,5,0,2,1,0,9,14,55,68,0,45,11
"3197",2018-10-02,6,23,67,0,5,12,0,5,2,0,42,0,1,0,0,0,4,41,1,84,2,5,0,5,0,5,9,39,69,0,43,9
"3198",2018-10-03,4,18,72,0,4,9,4,2,2,1,36,0,2,1,0,0,2,32,1,75,3,17,0,4,0,6,9,50,72,0,46,5
"3199",2018-10-04,8,17,56,0,5,14,0,3,0,4,44,0,1,0,0,0,3,37,0,69,2,20,0,4,0,5,11,46,58,0,36,11
"3200",2018-10-05,7,12,72,2,4,15,3,4,1,2,46,0,0,0,0,0,9,39,0,75,7,19,0,1,0,8,7,26,72,0,49,7
"3201",2018-10-06,10,21,67,0,7,13,2,11,0,0,24,0,1,0,0,0,6,21,0,55,0,0,1,2,0,6,9,27,58,0,48,9
"3202",2018-10-07,6,9,52,0,0,17,3,7,0,0,20,0,0,0,0,0,8,20,0,83,2,0,0,1,0,10,5,35,54,0,61,11
"3203",2018-10-08,4,27,64,2,2,21,1,6,1,0,28,0,0,1,0,0,7,24,0,77,0,0,0,3,0,10,9,50,79,0,49,6
"3204",2018-10-09,6,24,81,0,6,17,1,4,0,0,38,0,2,0,0,0,3,36,2,87,0,3,0,1,0,5,11,55,88,0,50,6
"3205",2018-10-10,9,15,59,1,3,19,0,12,2,0,48,0,0,0,0,0,9,40,0,74,2,3,0,3,0,9,4,52,62,0,37,9
"3206",2018-10-11,9,17,76,2,1,21,1,5,1,1,35,0,0,0,0,0,3,20,0,80,3,3,1,5,1,6,8,43,85,0,40,5
"3207",2018-10-12,3,13,63,1,6,19,3,3,2,0,30,0,0,0,0,0,4,31,0,86,6,3,0,1,0,6,11,37,74,0,39,3
"3208",2018-10-13,13,13,44,1,2,17,2,6,0,0,25,0,0,0,0,0,3,27,3,51,1,0,0,3,0,4,13,36,52,0,37,6
"3209",2018-10-14,8,13,58,0,5,14,0,9,1,0,22,0,1,0,0,0,2,22,0,66,1,0,0,4,0,6,6,40,61,0,43,10
"3210",2018-10-15,5,14,54,1,10,9,0,7,0,1,44,0,1,0,0,0,9,12,0,75,0,0,0,1,0,5,9,41,70,0,42,5
"3211",2018-10-16,5,18,49,1,2,13,14,3,1,0,37,0,1,0,0,0,6,18,1,74,5,5,0,1,0,1,14,39,64,0,43,3
"3212",2018-10-17,9,15,47,3,7,15,5,5,1,0,29,0,0,2,0,0,7,18,1,67,3,6,0,5,0,9,10,49,63,0,59,8
"3213",2018-10-18,7,16,57,1,2,10,2,12,1,0,50,1,0,0,0,0,6,30,1,80,2,1,0,1,0,3,5,54,69,0,60,4
"3214",2018-10-19,3,18,67,1,4,17,2,6,1,1,52,0,1,0,0,0,6,24,1,69,1,3,0,3,0,7,9,41,51,0,37,5
"3215",2018-10-20,2,15,76,0,3,13,1,7,0,0,28,0,0,0,0,1,2,21,1,63,0,0,1,7,0,10,11,35,46,0,43,7
"3216",2018-10-21,8,12,60,0,0,10,0,6,1,0,23,0,0,0,0,0,6,17,1,47,3,0,0,0,0,6,8,40,45,0,28,1
"3217",2018-10-22,7,14,60,1,4,16,0,6,1,0,41,0,0,0,0,0,9,29,0,75,6,0,0,1,0,6,10,55,79,0,43,6
"3218",2018-10-23,6,18,65,1,6,15,0,3,1,0,48,1,1,0,0,0,6,35,1,61,2,2,0,2,0,13,16,44,79,0,28,13
"3219",2018-10-24,1,16,53,1,2,16,0,8,3,1,33,0,2,1,0,3,5,32,0,81,1,1,0,4,0,7,12,42,79,0,44,5
"3220",2018-10-25,4,9,66,2,3,12,4,5,0,1,39,0,0,0,0,0,6,38,1,63,2,2,0,6,0,11,13,32,63,0,27,6
"3221",2018-10-26,12,15,61,0,0,14,2,9,0,0,28,0,0,0,0,1,5,27,0,64,4,4,1,1,0,3,10,29,56,0,45,8
"3222",2018-10-27,2,13,56,0,2,16,1,11,0,0,29,0,0,0,0,0,4,14,0,54,0,0,0,1,0,1,8,31,55,0,36,3
"3223",2018-10-28,5,13,58,3,5,8,1,14,0,1,26,0,0,0,0,0,6,20,0,55,2,0,0,3,0,11,7,25,49,0,34,0
"3224",2018-10-29,7,10,78,0,5,16,1,6,1,0,42,0,3,0,0,0,6,26,1,85,4,0,0,2,0,8,13,37,81,0,44,6
"3225",2018-10-30,2,23,56,0,6,14,2,3,4,1,46,1,0,0,0,0,4,19,1,78,1,8,0,6,0,4,15,39,77,0,59,6
"3226",2018-10-31,7,11,43,2,2,9,0,6,0,2,42,0,2,0,0,0,2,25,0,70,0,3,0,4,0,7,11,46,74,0,59,5
"3227",2018-11-01,7,16,70,3,4,12,2,8,1,0,46,0,0,0,0,0,5,33,0,75,4,2,0,2,0,13,14,25,65,0,44,8
"3228",2018-11-02,9,21,70,3,3,15,2,3,2,2,53,0,0,0,0,1,7,22,1,79,3,0,1,4,0,8,10,47,66,0,51,4
"3229",2018-11-03,7,19,67,1,5,11,2,8,0,1,40,0,2,0,0,1,4,24,2,65,1,0,1,3,0,4,9,42,69,0,41,7
"3230",2018-11-04,8,14,71,1,2,20,2,11,0,1,21,0,0,1,0,0,8,15,1,55,1,0,0,4,0,9,7,33,55,0,46,2
"3231",2018-11-05,5,20,53,0,5,13,1,11,1,0,43,0,1,1,0,0,6,17,1,74,3,0,0,2,0,6,11,56,64,0,48,12
"3232",2018-11-06,5,8,36,1,5,9,1,9,0,1,32,0,0,0,0,0,7,11,0,66,3,3,0,2,0,5,8,33,55,0,24,4
"3233",2018-11-07,14,13,64,2,4,25,12,4,0,0,40,0,1,0,0,0,4,25,0,56,2,5,0,4,0,5,8,41,75,0,45,6
"3234",2018-11-08,6,4,62,0,5,15,3,1,0,2,49,0,1,0,0,0,7,45,0,77,2,3,0,3,0,2,10,35,52,0,37,11
"3235",2018-11-09,3,16,58,1,5,13,3,3,1,2,51,0,1,1,0,0,6,16,0,64,1,0,0,4,0,8,6,35,67,0,33,8
"3236",2018-11-10,5,21,39,1,6,16,3,11,0,1,29,0,2,0,0,0,3,25,1,46,1,1,2,1,0,8,6,31,58,0,39,7
"3237",2018-11-11,5,10,44,4,3,19,0,11,2,1,33,0,0,0,0,0,3,12,2,53,1,0,0,2,0,4,6,27,51,0,42,1
"3238",2018-11-12,3,13,57,1,9,25,1,5,3,0,49,0,0,0,0,0,6,17,0,58,4,0,0,1,0,6,6,38,72,0,40,4
"3239",2018-11-13,4,21,40,0,3,10,1,5,2,2,31,0,3,0,0,0,6,25,0,48,5,7,0,3,0,8,6,32,71,0,33,5
"3240",2018-11-14,2,5,48,1,4,14,1,6,1,0,39,0,1,0,0,0,3,17,0,61,1,3,0,2,0,6,10,40,77,0,35,14
"3241",2018-11-15,3,15,28,2,2,9,0,5,1,1,20,0,2,0,0,0,3,13,0,42,0,0,0,2,0,8,7,19,41,0,29,5
"3242",2018-11-16,5,16,49,2,5,17,3,4,3,2,30,0,0,0,0,0,3,30,3,65,2,0,0,2,0,9,9,31,56,0,32,4
"3243",2018-11-17,7,11,38,4,1,16,6,8,2,1,32,0,2,1,0,1,7,23,1,51,0,3,0,1,0,9,5,35,49,0,42,8
"3244",2018-11-18,6,16,53,0,3,10,0,12,1,0,17,0,0,1,0,0,6,4,2,45,3,0,1,0,0,7,7,28,52,0,43,6
"3245",2018-11-19,7,15,54,0,2,13,0,4,3,3,41,0,5,0,0,0,8,20,2,75,3,0,0,5,1,4,10,35,75,1,37,6
"3246",2018-11-20,2,18,43,1,7,22,0,4,2,0,34,0,1,0,0,0,10,33,0,57,3,3,0,4,0,6,5,39,61,0,31,13
"3247",2018-11-21,4,15,59,2,1,12,1,7,0,1,30,0,1,0,0,0,5,24,2,45,3,0,0,4,1,7,7,36,65,0,39,6
"3248",2018-11-22,9,9,14,0,4,10,0,1,0,1,24,0,0,0,0,0,1,2,0,43,0,0,0,1,0,5,2,19,18,0,37,1
"3249",2018-11-23,2,15,27,0,1,3,2,8,0,0,21,0,0,0,0,0,5,21,0,50,2,0,1,3,0,7,7,18,52,0,37,4
"3250",2018-11-24,10,7,46,0,3,8,1,9,3,0,30,0,0,0,0,0,1,14,1,62,2,3,2,2,0,4,8,17,54,0,19,0
"3251",2018-11-25,6,13,63,2,4,14,3,13,1,0,37,0,0,0,0,0,2,13,2,50,0,0,0,5,0,6,2,32,53,0,39,13
"3252",2018-11-26,4,12,31,2,10,17,0,6,2,0,37,0,0,0,0,0,9,22,2,66,0,4,0,3,0,4,9,36,67,0,48,7
"3253",2018-11-27,9,14,57,1,6,17,1,3,3,1,41,0,0,0,0,0,5,33,0,59,2,2,0,1,0,8,6,59,75,0,37,7
"3254",2018-11-28,3,11,50,0,2,12,1,0,1,3,36,1,2,0,0,0,8,28,0,50,5,4,0,4,0,8,10,33,67,0,42,6
"3255",2018-11-29,9,18,53,0,4,12,3,4,4,0,42,0,2,0,0,0,4,31,0,59,7,0,0,2,0,8,10,45,77,0,28,7
"3256",2018-11-30,3,8,57,1,5,17,3,11,3,1,35,0,0,1,0,0,3,29,0,73,3,0,1,1,0,2,6,41,67,0,45,6
"3257",2018-12-01,4,11,56,3,2,12,1,13,0,0,38,0,0,3,0,0,5,21,2,58,2,0,0,3,0,5,11,41,71,0,47,5
"3258",2018-12-02,10,16,26,1,3,9,0,6,0,1,23,0,1,0,0,2,4,8,3,50,4,0,0,1,0,4,7,28,50,0,37,2
"3259",2018-12-03,2,13,45,2,5,20,2,6,2,0,39,0,2,0,0,0,8,13,0,67,1,0,0,3,0,10,9,33,70,0,45,8
"3260",2018-12-04,5,10,48,2,5,12,3,4,2,3,44,0,2,1,0,0,10,29,0,65,9,4,0,3,0,14,13,40,75,0,50,6
"3261",2018-12-05,5,20,73,1,2,14,1,5,1,1,31,0,1,1,0,0,9,29,0,70,1,7,0,1,0,2,9,39,84,0,39,6
"3262",2018-12-06,2,15,65,2,3,10,0,5,0,1,38,0,2,0,0,0,2,44,4,60,2,3,0,4,0,4,7,26,69,0,40,5
"3263",2018-12-07,7,13,47,0,5,19,2,7,2,1,32,0,0,0,0,0,7,27,2,79,2,0,0,4,1,3,11,26,74,0,41,6
"3264",2018-12-08,5,12,34,2,2,10,1,16,0,0,29,0,0,0,0,2,2,26,2,35,0,0,1,1,0,6,2,32,61,0,31,7
"3265",2018-12-09,7,20,39,1,3,18,0,10,0,0,22,0,3,0,0,0,4,14,2,42,1,0,0,2,0,1,4,26,64,0,38,9
"3266",2018-12-10,5,14,53,1,8,12,4,6,2,0,37,0,1,0,0,0,9,18,2,74,5,0,0,3,0,9,7,28,78,0,37,11
"3267",2018-12-11,4,13,53,1,6,24,1,5,0,1,34,0,0,1,0,0,4,35,1,82,5,0,0,5,1,8,8,44,73,0,31,6
"3268",2018-12-12,4,11,50,0,1,17,3,6,4,0,35,0,0,0,0,0,6,30,1,62,1,0,0,7,0,5,13,35,77,0,41,10
"3269",2018-12-13,8,9,90,2,4,13,1,9,3,0,40,0,0,0,0,0,3,28,4,74,1,0,1,3,0,10,10,32,59,1,33,3
"3270",2018-12-14,7,10,90,1,5,15,1,15,0,1,25,0,2,0,0,0,6,25,2,69,1,0,0,3,0,7,14,32,68,0,39,10
"3271",2018-12-15,6,7,52,0,3,11,2,9,0,2,19,0,3,0,0,0,3,25,2,58,2,3,0,3,0,6,7,33,63,0,36,4
"3272",2018-12-16,6,16,36,0,3,8,2,10,0,2,20,0,2,0,0,0,3,12,1,55,3,0,0,2,0,5,8,27,48,0,37,2
"3273",2018-12-17,5,13,56,1,4,23,2,6,0,0,34,0,0,0,0,0,3,19,1,68,3,0,0,5,1,12,14,30,73,0,39,7
"3274",2018-12-18,5,15,61,1,6,11,3,3,2,0,36,0,0,0,0,0,7,19,2,54,0,0,0,5,0,9,11,41,89,0,41,8
"3275",2018-12-19,12,9,63,0,1,9,1,1,0,0,39,0,0,2,0,0,5,39,0,71,5,6,0,3,0,5,8,37,85,0,37,4
"3276",2018-12-20,5,17,44,0,2,13,0,8,1,0,32,0,3,1,0,0,3,24,2,70,1,4,0,2,0,7,6,30,71,1,32,6
"3277",2018-12-21,8,14,55,0,2,11,0,5,4,2,26,0,1,0,0,0,5,26,1,67,2,0,1,2,0,9,7,36,77,0,65,4
"3278",2018-12-22,5,15,60,2,3,13,2,10,3,0,24,0,5,1,0,0,4,20,6,42,1,0,0,2,0,4,7,41,60,0,43,2
"3279",2018-12-23,6,11,44,4,2,10,1,9,1,1,20,0,0,0,0,0,5,18,0,61,3,0,1,0,0,8,4,32,53,0,43,5
"3280",2018-12-24,5,16,44,0,3,11,1,6,1,0,26,0,0,0,0,0,0,6,0,43,2,0,0,1,0,6,6,47,46,0,29,4
"3281",2018-12-25,4,7,13,2,4,4,1,0,0,1,9,0,0,0,0,0,1,0,1,44,0,0,0,3,0,6,8,26,16,0,31,1
"3282",2018-12-26,4,9,79,1,8,21,2,6,3,2,24,0,0,0,0,0,3,31,1,50,1,2,0,2,0,5,4,32,64,0,41,10
"3283",2018-12-27,11,20,89,2,5,14,0,6,0,0,29,0,0,0,0,2,5,34,1,43,1,5,1,5,0,5,6,37,56,0,32,9
"3284",2018-12-28,8,10,43,1,4,13,3,8,3,0,31,0,2,0,0,1,9,21,2,55,0,0,0,2,0,6,5,41,56,0,47,8
"3285",2018-12-29,6,8,45,0,1,15,4,9,0,0,29,0,1,1,0,1,7,32,3,50,3,0,0,0,0,5,10,32,58,0,48,11
"3286",2018-12-30,15,11,40,3,2,12,2,9,0,0,17,0,1,0,0,0,5,15,1,50,1,0,0,3,0,5,4,43,60,0,40,3
"3287",2018-12-31,2,8,29,3,3,18,1,6,3,1,30,0,0,0,0,0,6,4,2,49,1,0,0,4,0,7,8,34,61,1,36,2
"3288",2019-01-01,6,33,49,1,2,23,3,10,0,0,22,0,1,0,0,0,2,21,2,62,1,0,0,1,0,4,14,32,47,0,62,18
"3289",2019-01-02,5,19,68,3,6,20,2,4,1,1,44,0,0,1,0,0,9,24,1,73,4,6,0,2,0,3,9,42,75,0,52,7
"3290",2019-01-03,5,18,61,1,2,19,0,5,4,1,33,0,0,0,0,0,7,38,4,64,1,1,0,7,0,10,9,39,76,0,43,12
"3291",2019-01-04,7,12,64,1,3,15,2,10,2,1,42,0,0,0,0,1,3,40,7,59,4,0,1,0,1,8,7,40,56,0,35,2
"3292",2019-01-05,7,18,63,1,5,14,2,5,0,1,26,0,0,0,0,0,6,31,0,39,0,2,0,6,0,5,4,31,52,0,35,7
"3293",2019-01-06,4,15,47,4,3,15,1,13,0,0,17,0,0,0,0,0,5,16,0,47,1,0,0,1,0,5,4,36,30,0,40,2
"3294",2019-01-07,6,5,49,2,1,13,2,6,1,4,35,0,3,0,0,0,6,27,1,72,4,0,0,0,0,8,8,47,81,1,43,2
"3295",2019-01-08,6,12,72,1,4,16,1,4,0,0,31,0,0,0,0,0,8,34,1,72,4,11,0,1,0,6,8,36,63,0,31,5
"3296",2019-01-09,4,18,75,1,4,19,1,5,9,2,36,0,1,0,0,0,6,44,3,80,3,3,0,3,0,5,5,50,58,0,40,9
"3297",2019-01-10,8,13,58,0,3,14,1,8,2,1,41,0,0,0,0,0,12,43,2,55,4,4,1,5,1,8,8,29,68,0,41,8
"3298",2019-01-11,9,11,41,3,4,8,0,9,0,0,37,0,0,0,0,0,3,21,5,61,1,0,0,4,0,12,8,43,67,0,27,3
"3299",2019-01-12,2,8,58,3,3,9,0,8,1,0,30,0,1,0,0,1,3,36,2,66,0,2,0,3,0,4,7,28,38,0,36,7
"3300",2019-01-13,4,14,39,3,3,8,0,7,0,0,23,0,0,0,0,0,7,8,0,42,0,0,0,1,0,7,6,27,34,0,42,4
"3301",2019-01-14,4,12,49,1,6,16,3,7,1,2,36,0,0,0,0,0,5,25,0,72,3,0,0,7,0,4,7,42,55,0,27,15
