"","date_value","arrests_violent","arrests_property","arrests_drugs","arrests_firearms","arrests_other","arrests_uncategorized","charges_violent","charges_property","charges_drugs","charges_firearms","charges_other","charges_uncategorized"
"2401",2020-07-28,18,17,27,3,0,11,17,13,14,2,0,9
"2402",2020-07-29,19,10,24,6,1,12,20,8,27,6,1,12
"2403",2020-07-30,16,9,46,8,0,15,21,12,35,6,0,13
"2404",2020-07-31,16,2,12,2,2,3,19,3,29,3,2,8
"2405",2020-08-01,15,6,38,1,2,5,14,3,25,1,1,16
"2406",2020-08-02,19,7,7,3,0,8,21,7,10,0,0,12
"2407",2020-08-03,23,3,7,7,1,9,25,3,3,6,0,4
"2408",2020-08-04,23,7,26,7,1,8,23,4,10,5,1,5
"2409",2020-08-05,27,16,39,7,0,15,20,27,33,12,1,13
"2410",2020-08-06,26,12,25,7,2,17,24,12,36,8,1,6
"2411",2020-08-07,20,7,26,4,0,8,28,6,31,5,0,10
"2412",2020-08-08,18,10,28,5,0,9,25,10,25,4,2,9
"2413",2020-08-09,18,3,11,3,1,19,14,4,19,4,0,15
"2414",2020-08-10,21,9,5,5,0,13,25,4,5,2,3,12
"2415",2020-08-11,27,15,26,5,0,14,15,13,11,7,0,8
"2416",2020-08-12,19,14,21,6,0,18,25,16,22,3,0,15
"2417",2020-08-13,17,8,28,6,0,12,20,8,30,6,0,7
"2418",2020-08-14,19,11,34,7,2,10,13,14,29,8,0,5
"2419",2020-08-15,11,8,43,2,0,9,11,4,41,3,2,9
"2420",2020-08-16,20,8,6,2,0,5,22,6,15,3,0,1
"2421",2020-08-17,19,8,12,6,1,5,23,8,9,6,1,5
"2422",2020-08-18,26,6,38,4,1,7,19,7,25,2,1,5
"2423",2020-08-19,23,21,51,9,0,12,18,16,45,5,0,10
"2424",2020-08-20,19,17,35,9,1,15,22,17,38,10,1,12
"2425",2020-08-21,13,8,26,5,0,15,16,8,25,8,0,12
"2426",2020-08-22,19,4,37,8,0,11,27,8,40,4,0,9
"2427",2020-08-23,14,5,8,4,1,6,16,3,16,8,1,5
"2428",2020-08-24,34,6,11,8,2,13,34,7,8,1,2,12
"2429",2020-08-25,19,18,26,3,0,22,28,13,20,9,0,9
"2430",2020-08-26,17,13,17,22,0,15,15,17,23,21,0,16
"2431",2020-08-27,20,9,20,6,0,12,19,9,18,5,0,11
"2432",2020-08-28,26,11,10,8,1,20,22,7,14,8,1,8
"2433",2020-08-29,24,12,19,4,0,11,25,12,18,4,0,8
"2434",2020-08-30,26,5,9,6,0,6,36,7,8,4,0,8
"2435",2020-08-31,25,4,8,3,0,9,26,5,5,6,0,2
"2436",2020-09-01,25,11,29,5,1,17,27,5,18,4,1,12
"2437",2020-09-02,27,7,45,10,4,22,24,11,46,10,3,18
"2438",2020-09-03,25,13,24,8,0,23,21,18,23,9,1,17
"2439",2020-09-04,21,14,13,8,1,12,30,15,26,4,4,12
"2440",2020-09-05,33,8,11,4,0,12,29,9,11,8,1,12
"2441",2020-09-06,15,3,30,5,0,20,9,3,28,3,0,15
"2442",2020-09-07,11,8,8,3,1,13,12,8,8,6,1,9
"2443",2020-09-08,22,9,10,12,1,12,16,27,7,10,1,12
"2444",2020-09-09,25,6,27,11,1,11,30,7,21,7,1,4
"2445",2020-09-10,32,9,42,8,0,13,32,7,41,11,0,16
"2446",2020-09-11,27,6,29,17,0,15,28,14,28,11,1,7
"2447",2020-09-12,20,6,45,11,0,6,27,7,44,17,0,9
"2448",2020-09-13,19,3,10,6,1,6,22,3,16,7,0,6
"2449",2020-09-14,34,7,11,7,0,7,24,3,10,5,1,8
"2450",2020-09-15,24,8,16,9,0,10,23,9,14,9,0,6
"2451",2020-09-16,28,13,29,14,2,21,26,9,18,9,1,11
"2452",2020-09-17,29,13,34,13,1,15,43,10,32,14,1,7
"2453",2020-09-18,16,10,38,10,0,13,15,9,37,11,0,10
"2454",2020-09-19,15,8,26,4,0,5,27,10,38,6,0,6
"2455",2020-09-20,7,7,14,10,1,11,7,7,13,7,1,4
"2456",2020-09-21,34,9,9,8,1,10,34,9,7,7,1,7
"2457",2020-09-22,30,12,24,11,1,13,25,15,16,7,1,11
"2458",2020-09-23,29,11,19,21,3,15,33,23,22,13,3,12
"2459",2020-09-24,22,14,14,9,0,21,26,16,18,17,0,20
"2460",2020-09-25,23,9,15,16,3,16,20,8,12,14,2,10
"2461",2020-09-26,13,4,21,4,1,9,22,5,22,10,1,5
"2462",2020-09-27,18,10,14,11,0,4,15,6,11,10,0,4
"2463",2020-09-28,17,8,12,3,0,15,26,12,12,4,0,6
"2464",2020-09-29,32,15,29,10,2,14,18,11,19,9,2,8
"2465",2020-09-30,31,9,43,13,6,14,32,11,35,12,2,6
"2466",2020-10-01,33,17,47,6,0,20,38,15,52,9,4,19
"2467",2020-10-02,24,10,26,6,0,9,27,13,26,5,0,5
"2468",2020-10-03,14,12,31,5,3,16,17,7,32,6,1,16
"2469",2020-10-04,15,6,12,8,0,8,18,5,21,4,0,8
"2470",2020-10-05,24,9,8,7,2,11,19,9,10,10,1,7
"2471",2020-10-06,26,8,43,8,1,9,23,9,27,4,0,3
"2472",2020-10-07,21,15,96,10,0,15,28,5,54,10,0,10
"2473",2020-10-08,24,22,38,8,2,16,19,16,70,13,0,12
"2474",2020-10-09,18,11,33,5,1,11,17,11,27,5,1,9
"2475",2020-10-10,21,6,31,6,1,10,20,7,36,6,0,6
"2476",2020-10-11,17,6,12,2,0,11,23,2,23,2,0,6
"2477",2020-10-12,18,8,24,4,1,11,8,11,18,2,1,8
"2478",2020-10-13,20,16,35,11,1,14,21,16,23,6,0,6
"2479",2020-10-14,32,18,42,16,2,19,23,8,36,16,1,12
"2480",2020-10-15,26,12,37,11,3,21,31,7,34,11,1,14
"2481",2020-10-16,17,11,19,4,0,13,25,18,35,9,1,14
"2482",2020-10-17,17,8,35,9,1,12,19,5,37,8,1,10
"2483",2020-10-18,14,6,13,7,1,15,13,9,18,6,0,10
"2484",2020-10-19,15,6,12,12,1,18,22,6,14,7,0,10
"2485",2020-10-20,27,11,38,15,6,13,23,11,18,14,3,10
"2486",2020-10-21,23,49,36,14,1,14,29,12,44,19,3,11
"2487",2020-10-22,23,11,43,15,3,18,19,130,30,11,1,10
"2488",2020-10-23,24,6,34,6,0,16,16,3,36,9,1,7
"2489",2020-10-24,25,6,25,6,0,21,18,4,24,3,0,38
"2490",2020-10-25,20,6,5,6,1,12,16,6,11,7,1,13
"2491",2020-10-26,31,7,12,7,0,11,25,11,11,7,0,3
"2492",2020-10-27,32,108,4,2,1,9,18,78,4,3,0,3
"2493",2020-10-28,18,80,2,3,2,10,27,87,2,2,3,8
"2494",2020-10-29,16,29,2,5,0,19,17,38,2,4,0,12
"2495",2020-10-30,13,18,5,1,0,8,4,21,6,2,0,7
"2496",2020-10-31,12,9,9,9,1,7,16,17,8,8,0,6
"2497",2020-11-01,9,2,7,7,0,19,9,3,9,7,1,12
"2498",2020-11-02,16,7,7,10,1,6,14,5,7,5,0,2
"2499",2020-11-03,13,12,6,6,0,6,15,13,6,15,0,8
"2500",2020-11-04,16,10,10,5,0,11,22,10,9,2,0,11
"2501",2020-11-05,19,8,12,11,0,12,23,7,5,10,0,8
"2502",2020-11-06,21,5,15,13,2,10,19,6,18,16,2,7
"2503",2020-11-07,17,6,25,11,1,5,14,4,19,9,0,5
"2504",2020-11-08,13,5,9,10,0,6,19,7,17,10,0,4
"2505",2020-11-09,20,12,3,7,0,15,20,8,2,8,0,5
"2506",2020-11-10,19,14,21,7,0,9,18,12,10,9,0,7
"2507",2020-11-11,27,12,29,6,3,7,35,11,30,5,3,4
"2508",2020-11-12,19,7,9,10,0,11,20,12,20,8,0,9
"2509",2020-11-13,22,14,14,3,4,12,29,13,11,6,1,6
"2510",2020-11-14,10,1,20,3,0,18,19,5,22,2,3,9
"2511",2020-11-15,19,6,17,8,0,11,14,4,16,9,0,12
"2512",2020-11-16,23,9,3,1,1,10,26,10,5,1,1,5
"2513",2020-11-17,29,6,11,15,1,9,21,5,10,12,1,6
"2514",2020-11-18,16,4,15,19,0,9,21,3,15,18,0,6
"2515",2020-11-19,29,8,9,13,0,12,32,12,11,14,0,8
"2516",2020-11-20,21,11,6,11,2,9,21,5,6,13,2,7
"2517",2020-11-21,9,4,7,10,0,7,15,7,6,6,1,6
"2518",2020-11-22,11,7,9,6,0,10,13,5,9,8,0,6
"2519",2020-11-23,15,13,6,8,0,5,13,8,4,9,0,2
"2520",2020-11-24,19,14,6,7,1,10,15,9,7,3,0,4
"2521",2020-11-25,12,4,9,13,1,10,21,7,6,12,0,9
"2522",2020-11-26,28,9,6,4,0,6,28,2,14,5,0,5
"2523",2020-11-27,17,6,8,6,0,11,26,10,6,3,0,5
"2524",2020-11-28,8,7,12,7,0,14,11,9,9,9,0,6
"2525",2020-11-29,11,3,3,8,0,4,6,2,9,5,0,7
"2526",2020-11-30,10,9,4,2,1,9,5,3,3,3,0,2
"2527",2020-12-01,29,14,14,13,0,41,13,9,6,8,1,17
"2528",2020-12-02,22,8,10,11,1,7,25,19,15,12,1,23
"2529",2020-12-03,16,9,29,14,0,21,36,9,20,14,0,16
"2530",2020-12-04,21,5,18,17,0,16,19,3,23,18,0,18
"2531",2020-12-05,12,10,28,7,0,14,18,10,26,7,0,21
"2532",2020-12-06,13,11,8,6,1,10,17,11,15,7,1,10
"2533",2020-12-07,23,9,5,11,0,16,14,15,5,10,0,10
"2534",2020-12-08,20,13,23,9,1,10,15,7,11,8,0,7
"2535",2020-12-09,21,17,45,22,0,13,16,15,25,16,0,7
"2536",2020-12-10,26,15,34,15,0,16,15,10,49,17,0,9
"2537",2020-12-11,28,18,30,23,2,14,11,13,36,20,1,9
"2538",2020-12-12,7,5,23,8,0,13,31,10,33,16,0,5
"2539",2020-12-13,13,6,7,5,0,8,10,8,5,4,0,10
"2540",2020-12-14,13,7,8,6,0,7,14,3,8,7,0,4
"2541",2020-12-15,26,11,23,10,0,5,25,9,15,6,0,1
"2542",2020-12-16,28,8,9,7,1,12,28,4,17,11,1,5
"2543",2020-12-17,9,3,8,2,0,9,11,8,8,1,0,6
"2544",2020-12-18,10,4,22,10,0,9,11,1,13,10,0,3
"2545",2020-12-19,15,6,17,10,0,10,15,6,21,10,0,4
"2546",2020-12-20,14,7,7,1,0,5,13,5,13,3,0,4
"2547",2020-12-21,11,5,12,15,0,9,10,5,8,7,0,3
"2548",2020-12-22,8,14,21,7,1,15,10,8,10,13,1,13
"2549",2020-12-23,30,21,20,8,0,12,25,19,27,8,1,15
"2550",2020-12-24,17,8,6,7,0,3,24,14,14,9,0,2
"2551",2020-12-25,7,2,5,0,0,4,8,1,5,1,0,1
"2552",2020-12-26,12,8,14,0,0,4,9,7,7,0,0,2
"2553",2020-12-27,17,3,7,8,0,10,15,4,11,6,0,5
"2554",2020-12-28,14,14,2,6,1,5,17,12,3,3,1,5
"2555",2020-12-29,11,7,25,10,1,11,15,5,7,10,1,6
"2556",2020-12-30,18,15,24,8,3,18,10,5,23,9,1,6
"2557",2020-12-31,20,12,17,9,0,6,25,16,27,11,0,13
"2558",2021-01-01,24,10,16,9,0,21,16,7,21,8,0,18
"2559",2021-01-02,14,6,5,4,1,7,19,9,3,5,1,7
"2560",2021-01-03,14,8,4,6,0,8,13,8,5,6,0,4
"2561",2021-01-04,16,16,6,6,0,8,22,13,4,5,0,8
"2562",2021-01-05,22,10,20,12,1,18,15,15,10,8,0,8
"2563",2021-01-06,29,8,15,7,0,25,27,7,22,10,0,12
"2564",2021-01-07,15,11,11,20,1,6,18,10,7,13,1,6
"2565",2021-01-08,25,14,14,5,0,7,23,8,14,11,0,5
"2566",2021-01-09,18,8,11,3,0,9,26,14,16,4,0,4
"2567",2021-01-10,19,9,11,5,0,5,19,7,12,6,0,4
"2568",2021-01-11,19,10,10,9,2,17,16,9,6,6,2,3
"2569",2021-01-12,14,20,38,11,1,15,20,18,24,9,2,9
"2570",2021-01-13,27,8,34,18,2,14,22,47,29,27,0,9
"2571",2021-01-14,24,8,29,12,0,14,20,7,28,15,1,9
"2572",2021-01-15,18,18,47,10,1,15,24,14,36,11,0,4
"2573",2021-01-16,11,6,14,8,0,9,25,17,42,12,1,7
"2574",2021-01-17,11,6,8,13,0,2,7,4,9,12,0,2
"2575",2021-01-18,27,5,8,10,0,8,20,10,6,11,0,6
"2576",2021-01-19,12,8,17,10,2,18,17,7,7,7,1,11
"2577",2021-01-20,18,8,15,17,1,12,19,10,19,16,2,7
"2578",2021-01-21,36,10,34,9,0,15,24,9,19,9,0,11
"2579",2021-01-22,26,8,27,7,1,15,32,8,38,8,1,7
"2580",2021-01-23,17,6,21,6,1,5,23,7,26,7,0,6
"2581",2021-01-24,9,7,12,14,0,11,14,8,16,16,1,8
"2582",2021-01-25,25,13,13,8,2,12,21,11,12,5,2,6
"2583",2021-01-26,16,10,15,7,1,18,18,8,7,6,1,12
"2584",2021-01-27,16,15,31,20,1,23,17,13,21,19,2,12
"2585",2021-01-28,19,6,29,10,0,18,24,10,33,13,0,16
"2586",2021-01-29,27,16,21,7,4,15,27,14,21,7,4,14
"2587",2021-01-30,18,6,32,9,0,7,15,5,28,9,0,6
"2588",2021-01-31,9,8,6,9,0,11,11,8,19,10,0,4
"2589",2021-02-01,12,5,5,1,1,12,16,4,6,2,0,8
"2590",2021-02-02,17,2,6,1,0,3,18,3,5,1,1,3
"2591",2021-02-03,19,9,7,9,1,7,19,6,8,4,0,2
"2592",2021-02-04,21,5,18,10,1,18,23,9,9,12,1,10
"2593",2021-02-05,21,7,25,9,0,16,23,4,18,8,3,11
"2594",2021-02-06,23,4,21,13,2,12,15,7,23,14,1,7
"2595",2021-02-07,12,3,13,1,0,10,22,3,20,3,1,7
"2596",2021-02-08,20,6,9,8,1,6,11,6,10,4,1,6
"2597",2021-02-09,32,7,27,10,1,14,40,3,11,8,1,4
"2598",2021-02-10,35,10,29,13,0,19,33,10,26,16,0,15
"2599",2021-02-11,19,8,25,14,0,19,22,10,34,10,0,14
"2600",2021-02-12,22,7,31,15,0,19,23,4,35,19,0,14
"2601",2021-02-13,16,10,35,16,1,16,22,12,31,15,1,7
"2602",2021-02-14,15,3,2,4,0,5,13,3,10,4,0,3
"2603",2021-02-15,22,9,6,2,1,18,18,8,6,3,1,12
"2604",2021-02-16,23,5,24,7,1,10,20,3,8,6,1,4
"2605",2021-02-17,17,10,19,8,2,12,27,11,24,6,2,7
"2606",2021-02-18,12,7,9,2,0,12,9,6,17,5,1,6
"2607",2021-02-19,14,7,4,4,3,16,18,10,3,2,3,14
"2608",2021-02-20,18,8,13,2,0,10,21,6,11,4,0,12
"2609",2021-02-21,13,9,18,7,1,8,11,6,16,5,0,7
"2610",2021-02-22,13,6,7,2,1,7,12,6,9,3,2,6
"2611",2021-02-23,28,10,31,11,1,12,42,6,15,9,1,7
"2612",2021-02-24,34,10,39,17,0,19,30,8,39,16,0,7
"2613",2021-02-25,24,9,31,11,1,16,35,14,32,12,1,10
"2614",2021-02-26,15,4,36,5,0,15,23,4,32,6,0,13
"2615",2021-02-27,10,6,43,9,1,13,12,4,39,7,0,9
"2616",2021-02-28,19,5,22,1,1,10,16,7,34,3,2,7
"2617",2021-03-01,20,6,17,2,1,10,21,8,19,3,0,6
"2618",2021-03-02,8,6,27,8,1,14,16,5,22,4,3,10
"2619",2021-03-03,23,5,33,13,0,19,17,4,15,12,0,17
"2620",2021-03-04,33,22,30,7,1,16,16,3,37,7,0,11
"2621",2021-03-05,10,10,24,9,2,14,21,26,24,9,1,5
"2622",2021-03-06,5,9,27,8,0,7,7,7,24,11,0,9
"2623",2021-03-07,12,15,14,7,0,4,13,16,14,6,0,2
"2624",2021-03-08,22,9,10,8,4,12,22,9,12,5,3,11
"2625",2021-03-09,31,8,14,12,1,17,31,8,8,13,0,6
"2626",2021-03-10,24,10,27,9,1,23,28,10,22,10,1,19
"2627",2021-03-11,14,12,22,19,0,18,19,8,22,11,1,5
"2628",2021-03-12,26,9,16,8,2,11,26,13,21,12,1,12
"2629",2021-03-13,16,3,40,4,0,12,15,2,26,7,0,4
"2630",2021-03-14,25,4,20,5,2,12,21,3,24,4,2,10
"2631",2021-03-15,19,8,13,3,1,13,25,8,15,4,1,6
"2632",2021-03-16,19,6,23,4,3,16,19,8,16,3,1,7
"2633",2021-03-17,20,6,38,10,0,11,20,3,29,5,0,5
"2634",2021-03-18,15,5,16,8,0,19,16,7,26,12,0,13
"2635",2021-03-19,15,7,16,11,2,11,11,4,13,10,0,12
"2636",2021-03-20,17,3,25,11,0,14,6,3,16,7,2,5
