"","date_value","arrests_violent","arrests_property","arrests_drugs","arrests_firearms","arrests_other","arrests_uncategorized","charges_violent","charges_property","charges_drugs","charges_firearms","charges_other","charges_uncategorized"
"1210",2017-04-24,23,19,16,1,0,21,25,26,31,1,0,13
"1211",2017-04-25,21,21,39,7,3,44,25,18,30,3,1,15
"1212",2017-04-26,26,7,65,5,7,30,29,10,45,8,8,23
"1213",2017-04-27,21,11,38,8,7,40,20,12,68,6,3,17
"1214",2017-04-28,15,23,22,4,3,22,23,22,10,5,7,9
"1215",2017-04-29,22,13,31,8,2,24,25,26,34,10,1,14
"1216",2017-04-30,20,11,32,2,1,26,24,13,30,3,3,15
"1217",2017-05-01,25,12,40,5,0,20,34,16,26,4,0,14
"1218",2017-05-02,26,28,46,1,5,38,22,21,50,2,4,21
"1219",2017-05-03,27,14,40,3,8,25,21,26,42,4,6,13
"1220",2017-05-04,30,19,52,4,3,38,30,20,53,2,3,18
"1221",2017-05-05,34,22,49,1,13,33,23,22,50,3,13,21
"1222",2017-05-06,20,13,55,4,3,31,40,15,56,3,2,25
"1223",2017-05-07,21,11,29,2,0,18,28,12,39,2,3,10
"1224",2017-05-08,24,18,35,4,0,29,29,13,19,3,0,21
"1225",2017-05-09,20,19,43,6,0,23,18,21,32,3,0,17
"1226",2017-05-10,26,37,46,8,7,26,22,32,56,7,7,10
"1227",2017-05-11,40,25,41,2,5,33,41,25,47,8,5,15
"1228",2017-05-12,16,24,54,3,8,26,19,23,42,1,8,19
"1229",2017-05-13,26,15,33,3,2,29,18,18,47,4,1,11
"1230",2017-05-14,10,8,26,0,2,16,16,14,32,0,3,9
"1231",2017-05-15,26,15,33,3,1,11,22,11,12,1,1,2
"1232",2017-05-16,24,17,21,3,1,18,24,14,38,17,1,11
"1233",2017-05-17,24,25,29,22,10,35,31,23,23,5,9,9
"1234",2017-05-18,30,12,58,11,2,18,40,13,34,5,3,16
"1235",2017-05-19,23,23,47,2,3,27,19,29,74,10,3,12
"1236",2017-05-20,21,25,52,5,0,22,15,28,52,3,0,17
"1237",2017-05-21,37,18,25,3,0,25,31,16,36,5,0,13
"1238",2017-05-22,34,14,28,2,5,15,34,16,13,2,4,5
"1239",2017-05-23,45,24,36,2,12,29,42,29,37,6,5,10
"1240",2017-05-24,30,20,76,3,1,17,43,21,58,1,8,15
"1241",2017-05-25,31,15,45,2,2,28,42,14,66,4,2,13
"1242",2017-05-26,34,19,32,5,1,25,35,18,35,1,2,10
"1243",2017-05-27,19,19,49,8,9,31,22,20,53,10,7,9
"1244",2017-05-28,11,21,14,2,1,24,12,22,20,4,2,10
"1245",2017-05-29,15,24,31,0,0,15,22,19,22,1,2,7
"1246",2017-05-30,40,25,24,3,2,24,24,24,21,0,3,5
"1247",2017-05-31,22,26,67,2,6,24,22,25,44,4,3,18
"1248",2017-06-01,32,15,62,4,3,29,25,28,67,4,2,11
"1249",2017-06-02,30,14,59,1,4,35,33,13,65,2,6,13
"1250",2017-06-03,21,21,55,4,1,46,32,17,56,2,1,28
"1251",2017-06-04,29,14,28,1,6,21,18,19,49,2,6,14
"1252",2017-06-05,27,18,28,4,4,27,37,13,26,3,2,6
"1253",2017-06-06,53,28,45,4,4,27,43,28,34,6,5,12
"1254",2017-06-07,41,22,38,9,8,30,41,20,46,3,8,10
"1255",2017-06-08,30,33,55,5,10,48,47,27,46,8,8,26
"1256",2017-06-09,25,22,47,4,3,31,34,37,50,3,6,19
"1257",2017-06-10,17,14,61,0,6,29,22,18,66,1,4,14
"1258",2017-06-11,14,9,21,3,4,24,24,9,30,3,6,8
"1259",2017-06-12,18,24,33,3,3,20,19,24,16,4,1,10
"1260",2017-06-13,32,11,54,8,3,24,35,14,40,7,5,10
"1261",2017-06-14,33,23,49,7,5,32,34,22,60,4,3,23
"1262",2017-06-15,42,19,53,2,8,29,28,22,50,2,7,27
"1263",2017-06-16,40,16,46,5,6,31,45,15,53,3,8,9
"1264",2017-06-17,32,8,74,2,9,41,34,7,63,6,8,20
"1265",2017-06-18,23,7,21,4,3,27,22,7,41,2,8,12
"1266",2017-06-19,25,16,19,3,2,25,24,19,12,3,0,22
"1267",2017-06-20,25,15,41,3,2,26,20,15,22,2,3,12
"1268",2017-06-21,33,16,37,3,5,29,33,17,44,2,5,15
"1269",2017-06-22,29,19,56,4,6,31,29,13,53,4,5,6
"1270",2017-06-23,23,16,55,5,7,44,30,16,58,4,8,24
"1271",2017-06-24,22,14,48,4,4,30,29,24,56,5,4,19
"1272",2017-06-25,31,13,22,3,0,18,23,11,30,5,0,11
"1273",2017-06-26,22,17,25,5,1,16,27,11,11,4,1,10
"1274",2017-06-27,27,31,46,1,1,21,22,41,31,2,1,11
"1275",2017-06-28,29,26,74,3,22,25,33,33,56,5,4,12
"1276",2017-06-29,21,25,129,10,20,31,22,15,81,4,20,8
"1277",2017-06-30,22,22,70,3,1,37,19,33,117,6,18,17
"1278",2017-07-01,19,14,50,8,1,32,15,15,83,5,2,14
"1279",2017-07-02,23,18,35,4,1,24,26,22,41,7,1,18
"1280",2017-07-03,14,18,39,3,1,10,23,25,27,4,1,8
"1281",2017-07-04,28,10,35,3,1,14,22,9,49,3,1,10
"1282",2017-07-05,28,18,53,3,3,31,35,14,32,2,2,9
"1283",2017-07-06,20,18,54,2,3,42,24,21,63,2,3,26
"1284",2017-07-07,16,16,42,2,6,35,16,18,42,2,4,18
"1285",2017-07-08,27,10,40,2,9,26,25,14,55,3,10,8
"1286",2017-07-09,18,17,25,3,2,22,24,18,29,4,5,12
"1287",2017-07-10,29,24,34,7,0,19,30,28,20,4,0,10
"1288",2017-07-11,35,18,35,1,12,36,34,19,34,2,10,25
"1289",2017-07-12,35,22,71,3,14,33,34,23,48,3,13,13
"1290",2017-07-13,24,12,53,8,6,31,39,13,68,5,8,18
"1291",2017-07-14,32,21,42,8,4,23,28,15,36,10,2,8
"1292",2017-07-15,31,22,59,5,8,27,30,15,65,3,10,12
"1293",2017-07-16,21,3,42,3,4,19,32,19,50,3,3,20
"1294",2017-07-17,32,23,34,5,0,14,23,21,23,3,1,8
"1295",2017-07-18,23,30,30,1,0,21,29,31,42,4,0,10
"1296",2017-07-19,35,31,34,6,10,29,27,28,28,2,10,6
"1297",2017-07-20,26,28,41,11,4,43,28,22,42,10,4,21
"1298",2017-07-21,26,20,51,4,12,31,24,16,48,6,12,19
"1299",2017-07-22,15,13,72,4,4,31,18,21,67,3,4,10
"1300",2017-07-23,21,17,30,2,0,22,20,12,43,4,0,10
"1301",2017-07-24,28,18,37,7,1,22,28,19,17,3,1,16
"1302",2017-07-25,21,26,29,4,1,24,17,23,43,9,1,12
"1303",2017-07-26,27,22,54,8,13,38,19,22,44,3,12,12
"1304",2017-07-27,31,28,43,3,6,28,27,30,47,6,4,21
"1305",2017-07-28,31,19,64,6,5,33,18,19,49,2,9,15
"1306",2017-07-29,18,13,26,1,2,29,35,20,47,5,3,6
"1307",2017-07-30,23,13,32,1,2,13,20,15,35,0,2,7
"1308",2017-07-31,17,13,31,1,0,18,35,15,19,1,0,11
"1309",2017-08-01,17,25,38,1,1,25,19,24,36,1,0,11
"1310",2017-08-02,25,19,62,4,6,32,19,23,52,3,6,17
"1311",2017-08-03,29,15,64,3,13,48,26,12,60,5,13,16
"1312",2017-08-04,26,24,47,3,1,24,20,24,64,3,2,23
"1313",2017-08-05,22,7,38,5,0,24,26,7,49,9,0,7
"1314",2017-08-06,28,7,30,2,2,22,23,8,26,3,2,6
"1315",2017-08-07,32,13,32,0,0,15,33,14,26,0,0,5
"1316",2017-08-08,27,21,29,4,4,21,16,14,32,2,3,7
"1317",2017-08-09,27,22,53,8,7,37,27,19,42,5,9,13
"1318",2017-08-10,32,13,56,8,6,27,39,17,59,8,7,12
"1319",2017-08-11,20,42,46,5,2,23,19,17,42,6,3,22
"1320",2017-08-12,23,14,49,4,5,26,18,24,50,0,4,7
"1321",2017-08-13,21,7,33,2,5,15,21,14,36,6,5,11
"1322",2017-08-14,34,23,28,2,2,24,32,18,25,1,1,8
"1323",2017-08-15,31,19,25,2,7,24,25,28,24,3,7,7
"1324",2017-08-16,25,15,41,6,5,34,32,21,43,5,4,22
"1325",2017-08-17,16,20,29,3,5,33,19,13,35,3,5,16
"1326",2017-08-18,23,18,46,8,0,39,35,24,42,6,0,15
"1327",2017-08-19,14,9,52,8,0,25,17,8,48,7,0,15
"1328",2017-08-20,24,10,29,1,2,25,16,8,32,1,2,8
"1329",2017-08-21,18,24,20,2,2,22,25,28,21,2,2,9
"1330",2017-08-22,32,12,18,1,5,21,20,13,17,2,5,12
"1331",2017-08-23,16,32,55,3,7,29,23,22,33,4,8,13
"1332",2017-08-24,28,17,46,2,5,35,18,25,54,3,6,16
"1333",2017-08-25,38,21,33,10,4,43,41,29,40,5,5,24
"1334",2017-08-26,23,13,49,3,6,15,26,14,50,7,3,5
"1335",2017-08-27,24,13,32,3,5,14,18,12,31,3,9,10
"1336",2017-08-28,17,17,24,7,9,18,23,15,24,5,1,7
"1337",2017-08-29,21,12,22,10,5,17,31,17,23,11,13,9
"1338",2017-08-30,25,18,48,4,7,25,15,17,36,4,5,13
"1339",2017-08-31,33,25,49,8,5,23,33,18,66,8,5,11
"1340",2017-09-01,33,15,74,3,5,28,26,24,49,4,5,8
"1341",2017-09-02,17,14,54,3,2,24,19,17,71,5,1,8
"1342",2017-09-03,19,9,17,4,1,10,21,9,36,2,2,5
"1343",2017-09-04,17,11,25,1,0,14,19,11,16,1,0,7
"1344",2017-09-05,29,16,26,5,5,21,26,14,42,4,6,13
"1345",2017-09-06,25,22,51,7,3,24,30,20,30,4,3,5
"1346",2017-09-07,37,23,38,3,8,29,34,24,51,4,5,13
"1347",2017-09-08,32,19,36,4,6,35,41,22,37,1,9,13
"1348",2017-09-09,20,12,48,0,5,31,33,14,62,4,5,23
"1349",2017-09-10,9,9,29,4,0,11,12,10,32,4,0,6
"1350",2017-09-11,21,19,37,5,1,21,17,15,22,4,1,6
"1351",2017-09-12,28,10,25,1,0,22,34,17,29,2,2,8
"1352",2017-09-13,21,18,39,4,8,32,33,11,47,4,5,13
"1353",2017-09-14,27,22,55,8,6,37,28,24,36,6,4,13
"1354",2017-09-15,29,38,38,6,1,32,25,15,44,4,3,17
"1355",2017-09-16,23,13,58,6,8,30,21,26,62,5,10,19
"1356",2017-09-17,17,10,23,0,2,27,15,13,29,3,2,9
"1357",2017-09-18,16,16,32,3,0,15,21,17,16,0,0,6
"1358",2017-09-19,25,19,33,4,2,26,26,15,35,7,1,10
"1359",2017-09-20,31,21,40,5,8,28,32,23,43,0,8,10
"1360",2017-09-21,37,27,45,11,6,25,28,22,44,12,4,14
"1361",2017-09-22,21,21,58,5,2,35,25,20,46,7,5,12
"1362",2017-09-23,21,7,43,1,0,29,20,13,56,2,0,17
"1363",2017-09-24,25,13,31,4,0,23,19,11,42,2,0,9
"1364",2017-09-25,19,18,20,5,0,26,39,19,11,6,1,9
"1365",2017-09-26,52,24,43,4,0,28,31,15,33,4,1,13
"1366",2017-09-27,24,25,45,4,5,21,29,33,52,6,6,15
"1367",2017-09-28,31,17,38,5,3,31,27,23,34,4,3,11
"1368",2017-09-29,23,15,59,3,7,34,36,14,49,3,6,20
"1369",2017-09-30,21,14,60,4,5,29,22,10,65,2,5,13
"1370",2017-10-01,19,11,22,2,0,18,24,16,44,4,0,13
"1371",2017-10-02,28,19,28,4,8,18,29,16,11,3,1,49
"1372",2017-10-03,25,22,46,2,0,19,26,26,38,3,6,7
"1373",2017-10-04,31,20,101,6,19,31,23,20,79,6,10,17
"1374",2017-10-05,25,22,109,9,20,33,32,18,84,7,19,14
"1375",2017-10-06,27,20,43,6,16,17,24,32,93,7,21,13
"1376",2017-10-07,24,8,41,1,1,21,28,20,47,2,5,7
"1377",2017-10-08,29,25,32,4,2,14,22,19,35,3,3,7
"1378",2017-10-09,20,20,35,0,2,22,37,25,35,1,3,11
"1379",2017-10-10,23,26,64,3,12,26,19,24,44,1,11,8
"1380",2017-10-11,30,17,95,4,15,27,30,15,62,3,8,10
"1381",2017-10-12,21,16,88,6,16,24,32,16,106,5,16,14
"1382",2017-10-13,24,18,53,2,12,26,25,13,82,3,17,18
"1383",2017-10-14,16,17,60,5,5,16,18,13,62,5,7,7
"1384",2017-10-15,21,11,37,5,5,23,17,10,29,6,3,7
"1385",2017-10-16,27,20,36,6,0,20,35,23,39,3,2,10
"1386",2017-10-17,24,26,65,0,13,21,34,22,52,4,14,9
"1387",2017-10-18,32,25,59,3,12,31,29,32,61,3,10,16
"1388",2017-10-19,27,20,46,2,7,27,35,24,61,3,11,15
"1389",2017-10-20,24,24,62,4,3,29,25,21,54,2,3,16
"1390",2017-10-21,21,15,28,5,1,17,26,18,49,5,1,12
"1391",2017-10-22,17,11,24,4,2,15,20,19,18,5,2,6
"1392",2017-10-23,26,26,26,0,2,17,20,30,20,0,2,7
"1393",2017-10-24,25,22,27,6,0,29,41,24,25,3,0,11
"1394",2017-10-25,42,27,53,9,12,31,35,18,43,4,11,19
"1395",2017-10-26,24,13,54,5,4,23,32,22,52,6,4,20
"1396",2017-10-27,18,13,57,8,2,24,29,10,61,11,2,5
"1397",2017-10-28,17,12,70,3,1,19,18,11,57,3,1,14
"1398",2017-10-29,26,18,35,4,2,17,20,20,50,2,0,7
"1399",2017-10-30,22,11,24,3,1,22,25,15,26,3,3,14
"1400",2017-10-31,15,20,26,2,0,18,17,12,36,5,0,7
"1401",2017-11-01,31,23,59,6,1,31,25,28,37,6,1,13
"1402",2017-11-02,23,18,73,4,8,26,19,17,61,4,7,14
"1403",2017-11-03,11,26,62,5,3,26,11,16,71,3,4,14
"1404",2017-11-04,12,11,84,4,2,20,24,16,81,4,1,7
"1405",2017-11-05,17,8,52,4,1,14,10,8,67,4,1,9
"1406",2017-11-06,22,15,26,2,0,27,17,16,20,3,0,12
"1407",2017-11-07,25,24,35,3,0,27,28,15,38,3,0,13
"1408",2017-11-08,23,18,45,3,8,23,25,23,32,3,8,9
"1409",2017-11-09,28,29,48,4,8,35,25,27,49,2,7,14
"1410",2017-11-10,32,18,63,3,8,25,36,20,55,3,8,20
"1411",2017-11-11,14,4,50,4,6,24,27,13,71,5,2,12
"1412",2017-11-12,15,10,33,0,2,20,9,11,41,0,4,16
"1413",2017-11-13,31,10,39,3,1,16,43,11,24,3,1,9
"1414",2017-11-14,34,23,31,5,2,22,34,20,33,5,2,9
"1415",2017-11-15,21,20,52,7,5,26,31,14,53,6,3,11
"1416",2017-11-16,32,21,76,4,3,29,25,22,78,5,4,12
"1417",2017-11-17,21,21,69,2,4,19,26,22,78,4,2,42
"1418",2017-11-18,29,13,56,3,1,22,17,18,64,3,3,7
"1419",2017-11-19,10,16,28,4,2,21,30,19,31,2,2,8
"1420",2017-11-20,16,17,25,1,9,21,12,16,18,3,7,12
"1421",2017-11-21,25,15,29,3,3,18,36,14,26,1,5,13
"1422",2017-11-22,25,37,56,2,4,19,23,34,53,2,4,11
"1423",2017-11-23,5,4,46,3,2,10,8,10,62,3,2,8
"1424",2017-11-24,15,16,32,1,0,8,18,14,18,2,1,6
"1425",2017-11-25,16,18,64,3,2,32,13,22,64,2,2,18
"1426",2017-11-26,23,9,52,7,0,17,20,12,48,7,0,6
"1427",2017-11-27,23,20,31,1,0,12,29,24,41,1,0,3
"1428",2017-11-28,26,19,35,6,6,19,23,14,23,5,6,7
"1429",2017-11-29,37,18,56,6,5,22,37,21,46,6,4,10
"1430",2017-11-30,18,21,58,1,3,31,18,18,52,1,4,18
"1431",2017-12-01,20,26,55,0,5,20,19,19,67,1,4,12
"1432",2017-12-02,21,15,83,6,2,38,23,18,76,2,2,16
"1433",2017-12-03,23,8,42,6,1,20,26,10,54,9,1,16
"1434",2017-12-04,26,21,20,1,0,16,29,22,30,1,0,5
"1435",2017-12-05,31,16,40,5,2,26,26,12,26,4,2,3
"1436",2017-12-06,24,26,49,5,3,28,31,18,53,4,3,12
"1437",2017-12-07,27,19,59,3,3,18,21,21,62,3,2,11
"1438",2017-12-08,24,20,53,3,2,26,26,18,48,4,3,7
"1439",2017-12-09,21,18,53,6,4,23,20,20,50,3,4,11
"1440",2017-12-10,13,7,27,2,2,15,21,15,41,3,2,8
"1441",2017-12-11,23,14,21,3,5,13,23,17,14,4,5,5
"1442",2017-12-12,23,33,30,1,2,18,19,28,25,0,2,11
"1443",2017-12-13,30,27,45,4,6,27,21,23,43,5,6,7
"1444",2017-12-14,21,17,32,4,3,23,26,27,41,4,3,17
"1445",2017-12-15,15,34,43,5,1,32,29,23,43,6,1,11
"1446",2017-12-16,17,7,33,5,3,21,21,36,25,3,3,12
"1447",2017-12-17,19,16,36,9,0,14,12,14,31,9,0,7
"1448",2017-12-18,28,31,27,3,2,20,39,26,34,5,1,3
"1449",2017-12-19,35,13,72,3,15,14,41,16,41,3,4,8
"1450",2017-12-20,30,16,81,5,14,35,39,15,81,4,20,7
"1451",2017-12-21,24,21,57,3,2,27,29,22,69,2,7,19
"1452",2017-12-22,25,9,46,3,1,26,33,7,53,3,0,17
"1453",2017-12-23,15,9,28,9,3,15,26,14,38,8,3,12
"1454",2017-12-24,15,10,16,2,1,10,19,12,16,4,0,4
"1455",2017-12-25,12,9,9,1,0,7,8,8,9,0,1,5
"1456",2017-12-26,20,6,28,1,1,11,17,6,17,3,2,11
"1457",2017-12-27,23,27,48,8,2,26,32,15,49,6,2,11
"1458",2017-12-28,30,22,38,5,14,21,28,17,34,8,16,8
"1459",2017-12-29,20,15,31,5,2,19,19,22,41,5,3,4
"1460",2017-12-30,11,15,33,4,1,10,17,14,33,4,1,10
"1461",2017-12-31,11,6,31,5,0,18,17,4,34,4,0,8
"1462",2018-01-01,23,9,20,3,0,18,23,9,16,4,0,10
"1463",2018-01-02,29,16,33,2,4,12,17,7,32,2,1,6
"1464",2018-01-03,22,10,49,6,5,13,25,16,47,5,5,16
"1465",2018-01-04,14,12,32,1,2,17,23,15,34,2,2,10
"1466",2018-01-05,20,10,11,2,0,14,20,12,9,2,0,7
"1467",2018-01-06,16,10,31,3,6,16,29,8,29,3,4,9
"1468",2018-01-07,15,14,25,3,0,19,15,12,26,1,1,5
"1469",2018-01-08,18,14,27,0,1,15,16,14,15,1,1,5
"1470",2018-01-09,20,14,27,7,4,18,25,17,35,5,4,11
"1471",2018-01-10,36,14,40,6,7,28,29,19,33,7,6,9
"1472",2018-01-11,36,19,37,4,3,27,46,25,44,4,2,11
"1473",2018-01-12,28,20,50,4,3,23,22,21,43,3,4,12
"1474",2018-01-13,18,11,42,3,3,22,10,15,49,4,2,5
"1475",2018-01-14,21,8,31,1,1,22,18,8,24,0,2,12
"1476",2018-01-15,16,13,27,2,1,16,19,17,32,2,0,10
"1477",2018-01-16,26,27,32,4,0,20,24,26,25,5,0,5
"1478",2018-01-17,21,19,56,6,0,24,27,20,54,5,0,10
"1479",2018-01-18,31,19,57,6,3,24,14,21,54,5,3,11
"1480",2018-01-19,19,15,75,4,3,32,23,17,63,3,2,12
"1481",2018-01-20,15,13,66,5,1,20,13,9,70,3,2,11
"1482",2018-01-21,25,20,43,6,5,24,13,16,45,9,5,9
"1483",2018-01-22,15,9,23,1,5,16,30,18,34,1,5,15
"1484",2018-01-23,26,20,33,4,1,30,36,12,21,3,2,9
"1485",2018-01-24,23,20,46,6,1,36,24,13,54,7,2,23
"1486",2018-01-25,33,27,65,7,6,35,26,80,47,4,4,17
"1487",2018-01-26,30,18,54,5,3,45,22,16,67,8,4,15
"1488",2018-01-27,15,12,54,4,2,39,25,10,39,4,2,18
"1489",2018-01-28,29,13,39,1,1,22,17,18,57,2,1,10
"1490",2018-01-29,14,17,37,2,3,32,18,18,28,1,2,20
"1491",2018-01-30,22,37,26,2,0,19,22,11,33,3,1,13
"1492",2018-01-31,19,9,45,6,1,27,20,9,43,6,0,7
"1493",2018-02-01,34,18,51,2,2,31,19,10,43,2,3,17
"1494",2018-02-02,24,17,43,5,1,20,22,18,50,4,1,7
"1495",2018-02-03,24,15,46,6,2,30,21,19,45,4,2,13
"1496",2018-02-04,14,9,36,0,0,18,15,15,39,2,0,6
"1497",2018-02-05,27,10,25,2,0,21,21,8,17,2,0,8
"1498",2018-02-06,28,38,30,3,1,21,22,46,28,1,0,11
"1499",2018-02-07,14,13,51,2,4,28,28,12,55,1,3,14
"1500",2018-02-08,12,12,15,0,2,12,9,12,16,1,2,3
"1501",2018-02-09,19,10,50,5,0,30,17,8,20,1,0,17
"1502",2018-02-10,18,13,62,1,3,28,24,14,68,5,3,14
"1503",2018-02-11,24,15,38,2,1,18,14,13,54,1,2,3
"1504",2018-02-12,17,19,29,2,1,9,31,16,16,3,1,2
"1505",2018-02-13,28,36,42,5,1,24,22,15,40,5,1,18
"1506",2018-02-14,16,10,49,3,8,27,22,29,51,3,7,9
"1507",2018-02-15,30,15,35,3,6,30,19,11,39,3,5,8
"1508",2018-02-16,14,12,40,3,5,32,23,13,40,4,6,14
"1509",2018-02-17,23,10,49,1,4,34,18,13,48,1,4,14
"1510",2018-02-18,21,5,29,6,1,24,29,3,27,5,2,13
"1511",2018-02-19,28,11,32,4,3,21,28,6,22,4,2,12
"1512",2018-02-20,41,17,31,8,2,17,34,10,32,3,3,11
"1513",2018-02-21,30,20,43,1,3,26,35,20,40,7,1,9
"1514",2018-02-22,19,13,43,3,4,23,20,14,38,2,7,12
"1515",2018-02-23,20,15,57,7,3,22,21,15,56,7,3,8
"1516",2018-02-24,24,5,63,2,2,30,24,11,52,4,2,9
"1517",2018-02-25,21,3,36,4,1,21,24,4,41,2,1,7
"1518",2018-02-26,21,15,35,2,0,27,18,10,38,5,0,7
"1519",2018-02-27,20,16,31,5,2,20,18,18,19,3,0,12
"1520",2018-02-28,21,8,71,6,4,23,18,9,68,4,5,8
"1521",2018-03-01,26,14,61,3,3,27,26,12,65,3,2,12
"1522",2018-03-02,19,10,35,4,2,13,18,11,39,4,3,11
"1523",2018-03-03,22,5,10,1,0,13,37,6,10,1,0,6
"1524",2018-03-04,20,10,31,5,0,23,20,8,25,4,0,5
"1525",2018-03-05,17,12,38,3,4,20,16,6,30,4,6,11
"1526",2018-03-06,24,4,32,8,2,21,32,7,37,7,1,10
"1527",2018-03-07,21,9,52,3,3,17,16,10,59,3,3,9
"1528",2018-03-08,12,1,29,1,2,21,14,1,15,1,1,8
"1529",2018-03-09,23,19,50,1,3,22,21,17,45,1,2,5
"1530",2018-03-10,17,11,50,3,4,30,10,17,56,2,2,7
"1531",2018-03-11,18,7,50,1,4,32,21,6,48,2,4,23
"1532",2018-03-12,24,5,26,6,0,13,12,5,22,1,0,4
"1533",2018-03-13,22,6,36,3,3,23,30,9,23,7,2,8
"1534",2018-03-14,39,15,48,5,6,27,27,9,56,4,5,14
"1535",2018-03-15,27,7,65,3,1,25,26,15,45,5,0,6
"1536",2018-03-16,23,20,50,1,2,35,44,8,56,0,0,12
"1537",2018-03-17,17,4,50,1,1,41,20,11,58,3,1,18
"1538",2018-03-18,10,12,34,3,1,18,9,6,34,2,1,11
"1539",2018-03-19,24,9,27,2,0,19,22,71,26,2,1,8
"1540",2018-03-20,27,9,45,5,4,27,35,10,30,4,0,12
"1541",2018-03-21,16,7,23,2,0,13,16,8,44,3,0,3
"1542",2018-03-22,19,14,39,2,1,18,9,16,10,4,1,3
"1543",2018-03-23,22,11,33,4,3,26,19,13,51,2,2,7
"1544",2018-03-24,24,4,58,4,0,23,25,3,52,4,0,14
"1545",2018-03-25,15,4,27,2,0,17,17,6,36,3,1,6
"1546",2018-03-26,20,5,35,1,1,28,17,6,26,0,2,14
"1547",2018-03-27,29,24,48,2,2,30,28,12,28,1,1,10
"1548",2018-03-28,15,21,58,3,8,25,19,15,61,4,3,11
"1549",2018-03-29,20,12,70,4,3,36,15,11,55,2,2,12
"1550",2018-03-30,24,12,72,4,4,30,22,12,76,4,4,10
"1551",2018-03-31,20,6,59,1,3,25,23,8,57,3,1,10
"1552",2018-04-01,13,5,15,5,2,20,17,7,41,2,1,9
"1553",2018-04-02,23,12,45,4,1,16,13,8,21,5,0,12
"1554",2018-04-03,29,24,47,5,1,24,28,23,39,3,1,4
"1555",2018-04-04,34,16,51,3,0,24,40,14,49,4,0,13
"1556",2018-04-05,13,11,53,0,3,26,27,14,62,2,1,4
"1557",2018-04-06,22,5,47,9,1,32,16,7,35,6,1,13
"1558",2018-04-07,17,10,57,3,7,20,17,4,59,5,1,10
"1559",2018-04-08,13,6,46,2,3,26,14,11,39,2,6,13
"1560",2018-04-09,32,12,28,1,0,19,38,10,29,1,0,4
"1561",2018-04-10,31,12,43,6,2,35,32,10,38,4,2,11
"1562",2018-04-11,30,16,57,5,3,28,26,18,51,5,1,10
"1563",2018-04-12,24,20,59,6,0,30,17,16,53,8,1,14
"1564",2018-04-13,14,14,43,3,4,33,26,17,56,3,4,15
"1565",2018-04-14,23,6,47,4,0,33,19,8,37,3,0,11
"1566",2018-04-15,17,9,33,5,5,15,21,8,31,5,4,13
"1567",2018-04-16,21,13,15,1,0,22,23,9,18,2,1,5
"1568",2018-04-17,20,9,29,1,6,28,21,15,28,3,3,10
"1569",2018-04-18,12,14,45,6,2,31,21,18,26,4,1,15
"1570",2018-04-19,31,15,30,3,5,41,23,11,37,4,4,11
"1571",2018-04-20,20,16,51,3,3,30,31,18,36,3,4,14
"1572",2018-04-21,20,10,51,3,1,35,15,9,61,2,1,17
"1573",2018-04-22,11,3,31,4,0,27,17,3,39,5,0,14
"1574",2018-04-23,24,10,25,3,6,21,15,8,25,4,7,5
"1575",2018-04-24,32,11,50,4,0,26,30,8,32,4,0,19
"1576",2018-04-25,26,16,26,3,4,30,28,18,32,3,2,11
"1577",2018-04-26,18,5,38,9,8,27,16,8,32,6,2,13
"1578",2018-04-27,16,22,45,3,5,28,22,21,44,6,5,17
"1579",2018-04-28,20,7,28,5,1,21,16,7,44,5,1,9
"1580",2018-04-29,24,7,20,5,0,18,17,7,20,5,0,3
"1581",2018-04-30,26,13,23,2,6,20,30,9,28,0,2,10
"1582",2018-05-01,15,11,49,9,0,19,14,7,22,8,0,5
"1583",2018-05-02,21,15,43,6,2,23,34,13,41,9,1,8
"1584",2018-05-03,39,21,45,2,8,22,33,26,49,2,9,9
"1585",2018-05-04,22,15,42,3,4,22,26,13,44,3,5,12
"1586",2018-05-05,29,9,39,6,1,36,28,6,49,4,0,16
"1587",2018-05-06,27,5,23,0,0,21,25,8,21,1,0,10
"1588",2018-05-07,35,17,26,3,2,27,35,16,31,1,2,3
"1589",2018-05-08,17,7,29,4,0,25,25,5,17,4,1,13
"1590",2018-05-09,35,15,44,3,4,27,20,14,46,3,0,4
"1591",2018-05-10,28,20,44,5,5,24,36,5,30,4,3,13
"1592",2018-05-11,15,12,38,3,4,19,34,30,46,2,3,12
"1593",2018-05-12,26,4,46,6,1,19,22,5,53,7,1,5
"1594",2018-05-13,19,11,12,2,0,14,18,8,23,1,0,5
"1595",2018-05-14,26,3,20,2,1,19,25,3,18,2,0,6
"1596",2018-05-15,21,6,25,2,4,23,23,7,10,1,2,10
"1597",2018-05-16,24,15,36,7,3,20,18,14,33,5,1,6
"1598",2018-05-17,27,23,50,5,7,34,20,19,39,7,8,7
"1599",2018-05-18,26,6,44,2,7,40,28,15,50,3,2,10
"1600",2018-05-19,16,15,38,4,3,18,25,16,52,4,3,14
"1601",2018-05-20,35,7,26,1,1,31,23,4,27,0,0,20
"1602",2018-05-21,18,11,11,3,4,14,35,15,12,3,2,7
"1603",2018-05-22,13,10,30,3,3,25,10,12,21,0,2,7
"1604",2018-05-23,32,7,41,1,1,24,19,4,27,3,1,9
"1605",2018-05-24,30,24,64,3,4,24,32,13,51,2,3,12
"1606",2018-05-25,27,16,42,2,3,25,20,18,57,3,2,11
